questions,answers
"Walks in the wind but stands where there's moist,Counts time, stops clocks,Swallows kingdoms, gnaws rocks.What is it?",Sand.
"What has roots that nobody sees,Is taller than trees,Up, up it goes,And yet never grows?",A mountain.
"What is thick but thin as a puff,What is short but tall as a bluff,What brings peace and calms the sea,What dazzles the eyes of you and me?",A rainbow.
"I'm gentle enough to soothe your skin,Light enough to fly through the sky,Strong enough to crack rocks.What am I?",Water.
"I can fly but have no wings,I can cry but have no eyes,Wherever I go, darkness follows me.What am I?",A cloud.
"What occurs once in a date, twice in Valentine's Day, and three times in everlasting love?",The letter E.
"If you greet a couple on Valentine's Day with ""Happy Valentines Day,"" how would you greet a single person on February 14?",Happy Independence Day!
What did February 14 say to February 1?,"""I heard you're single."""
"Current, serious, steady, or fast, It can also be either painful or beautiful,And sometimes it can forever last.What is it?",A relationship.
Where does Easter come before Valentine's Day?,In the dictionary.
"What can be touched, but can't be seen?",Someone's heart.
What did the farmer give his girlfriend on Valentine's Day?,Hogs and kisses.
Who marries many times but always remains single?,A priest.
"After the wedding, two married spiders drive off on their honeymoon. What do you call the young spider couple?",Newly webs.
"You'll see two of me at every wedding, but I am not a person.What am I?",A wedding ring.
"You see a boat filled with people, but there isn't a single person on board.How is this possible?",All the passengers were married.
"I connect two people, but I touch only one.What am I?",A wedding ring.
How do you know that a wedding is really emotional?,Even the cake is in tiers.
"I have no finish line in sight, but you can break me. Once you have me, you are bound for life.What am I?",Marriage.
Why should you never fall in love with a pastry chef?,They may dessert you.
Why did the bank teller break up with her boyfriend?,She was losing interest.
What does a snake couple do as they say goodbye?,They give a hiss on the cheek to each other.
What part of the ocean is considered the most romantic?,"The place where the ""buoy"" meets the ""gull."""
What does the boy bird call his darling?,Tweetheart.
What did the magnet say to the paperclip?,I think you're very attractive.
How did the sculpture confess her love?,I love you with all of my art.
What do you call a couple of Italian ants?,Romance.
Why did the girl fall in love with the French chef?,He buttered her up!
"From that which comes within itself,It builds its table on my shelf.What is it?",A spider.
A man is sitting in a small house with 4 walls. All of the walls are facing south. There is a bear lurking near the house. What color is the bear?,"The bear is white. Since all the walls of the house are facing south, you can conclude that the house is located on the North Pole. Hence, the bear is most likely a polar bear."
"I have legs but rarely walk.I bite many but never talk.I search for places that can hide me,Because those that feed me also hate me.What am I?",A flea.
"A raven, a monkey, and a squirrel are all racing to the top of a coconut tree. Which animal will get the banana?","No one, because there are no bananas on a coconut tree!"
"A cat can jump up to 6 and a half meters. There is a window 3 feet away from the floor, but the feline can't jump through it. Why?",The window was closed.
What do you call a cow spying on another cow?,A steak out.
What is the first animal in space?,The cow that jumped over the moon.
"What goes tick-tock, bow-wow, tick-tock, bow-wow?",A watch dog.
What steps must you take when you notice a tiger running toward you?,Big ones!
Why is it so difficult for the leopard to hide?,Because it's always spotted.
I grow down as I grow up.What am I?,A goose - goose feathers are called down.
"A young man entered a pet shop in search of a talking parrot. On one of the cages, he saw a sign saying, ""This parrot repeats everything it hears."" The man bought the parrot and tried to teach it to speak. Yet, he was unsuccessful. The bird didn't say one word in over 2 weeks. So the man decided to return the parrot and accused the shopkeeper of lying. However, the shopkeeper insisted that he was saying the truth...How is this possible?",The parrot was deaf.
"What king do you make if you take the head of a llama, the middle of a pig, the back of a buffalo, and the tail of a stallion?",A lion.
"Sneaky as a shadow in the dead of night,Cunning but affectionate if given a bite.Never owned but often loved.What am I?",A cat.
"I'm grey, but I'm no wolf,I have long ears, but I'm not a rabbit,I have hooves, but I'm not a cow.What am I?",A donkey.
"I may be small, but I can climb a tower.What am I?",An ant.
"I'm not a superhero, but I have a cape. I have a comb, but I don't use it on my hair, and I am famously territorial.What am I?",A rooster.
"Imagine the following: you are walking through the woods and a huge bear is going to attack you. You are running for your dear life, but he is getting closer and closer...How can you escape from the bear?",Quit imagining.
What do you call several identical parakeets sitting at the edge of a roof?,Parapets.
What did the aardvark ask the taxi driver?,Can you take me to my ants' place?
1 duck saw 4 elephants as it was going toward the river.Every elephant noticed 2 monkeys going to the river.Every monkey was carrying 1 dove in its paws.How many animals are going to the river?,"Five animals are moving toward the river.Here's a detailed answer:1 duck noticed 4 elephants as it was going toward the river. Hence, 1 animal (the duck) is moving to the river.The 4 elephants saw 2 monkeys going walking toward the river. Now comes the tricky part. You may think that each elephant saw 2 different monkeys walking toward the river. So you would conclude that 4 x 2 = 8 monkeys were going to the river.However, the task does not explicitly say that each elephant saw DIFFERENT monkeys. In fact, you can logically infer that the elephants saw the SAME 2 monkeys. Hence, we only have 2 additional animals (monkeys) moving toward the river.Since every monkey was carrying 1 dove, the 2 monkeys were carrying 2 doves in total.Summing up, we have 1 duck, 2 monkeys, and 2 doves moving to the river. 1 + 2 + 2 = 5 animals."
"You've got a sack of corn, a chicken, and a fox. You have to cross a river, but you can only carry them one at a time. If you leave the chicken with the sack of corn, the chicken will eat the corn. If you leave the fox alone with the chicken, the fox will eat the bird.How can you get all three things across the river safely?","Cross the river with the chicken, then go back and carry the corn over the river. However, instead of leaving the corn with the bird, return together with the chicken. Cross the river for the third time with the fox, leaving the chicken behind. Leave the fox with the sack of corn, and return for the last time to get the chicken. Done!"
What do you call a three-humped camel?,Pregnant.
What lives in a tiny house all alone?,A baby chick in an egg.
"I have no legs, eyes, or nose, but if you give me enough time, I can move the earth.What am I?",A worm.
Play me with a ball and bat. Or hear me sing in a tophat.What am I?,A cricket.
"Alive without breath, as cold as death.All in mail never clinking.Never thirsty, ever drinking.What am I?",A fish.
"Born in water, I drown in water.A blood-thirsty beast you can barely see.What am I?",A mosquito.
"As small as your thumb, I am light in the air.You may hear me before you see me, But trust me, I'm there.What am I?",A hummingbird.
"I have a face like a tree and skin like the sea.A great beast I am, yet small vermin frighten me.What am I?",An elephant.
"I create my lair with earthen string,And dispatch my prey with a biting sting.What am I?",A spider.
"I had no father, only a grandfather... I shall bear no sons, only daughters.What am I?",A bee.
I plow and plow but never sow.What am I?,A pig.
"I have four legs but no tail. Usually, I am heard only at night.What am I?",A frog.
"What is that which, while it lives, constantly changes its habit, That is buried before it is dead, and whose tomb is valued wherever it is found?",A silkworm.
My first letter is in ocean but never in sea.My second's in wasp but never in bee.My third is in glider and also in flight.My whole is a creature that comes out at night.What am I?,An owl.
"I can jump, I can swim,I swing from tree to tree.And I can also weave a houseThat's much bigger than me.What am I?",A spider.
"I have no sword, I have no spear,Yet rule a horde that many fear,My soldiers fight with a wicked sting,I rule with might, yet I'm no king.What am I?",A queen bee.
"What has armor but is not a knight,Snaps but is not a twig,And is always at homeEven on the move?",A turtle.
"If a man could carry my burden, he would break his back.I am not rich, but leave silver in my track.What am I?",A snail.
"Cupid without a bow.Donner with no kebab.One who dances, one who prances, all dragging present-giving dad.What am I?",A reindeer.
I've got a hole in my back and legs I lack.I live where I can't breathe and I eat without teeth.What am I?,A whale.
"When I walk, I jump, and when I stand, I sit.What animal am I?",A kangaroo.
I peel like an onion yet remain whole.Which mystery creature am I?,A lizard.
I'm the only known mammal incapable of jumping. That's because I'm very large.What animal am I?,An elephant.
"I hover and zip through the air with a dazzling flare.I move from flower to flower, humming a tune, but I'm no insect.What am I?",A hummingbird.
"I have a mane, but I'm no lion. I wear shoes, but I'm not a human.What am I?",A horse.
"If a fender cost six dollars, what will a ton of coal come to?",To ashes.
While walking down the street I met a man. He tipped his hat and drew his cane and in this riddle I told his name. What is the man's name?,And drew = ANDREW.
"There is a frog, dead in the middle of an island. If he swims north, the distance to the mainland is 2 meters. If he swims south, the distance to the mainland is 3 meters. If he swims east or west, the distance is 4 meters. Which way does he swim?","He doesn't swim at all, he is dead."
"Mary's father has five children. They are Nana, Nene, Nini, and Nono. What is the fifth childs name?",Mary.
One word in this sentence is misspelled. What word is it?,"MISSPELLED. It isn't spelled wrong, the one word in this sentence IS ""misspelled."""
"Trains travel from one town to another town all day, always on the same track, always going nonstop and at the same speed. The noon train took 80 minutes to complete the trip, but the 4 PM train took an hour and 20 minutes. Why?",80 minutes is the same as an hour and 20 minutes.
What bird can be heard at mealtimes?,A swallow.
"If there is a Yellow house on Bluebird Lane, a Green house on Orange Street, a Pink house on Kitten Road, a Black house on Whitehorse Pike and a Purple house on Firebird hill, where is the White house?","Washington, D.C."
What building has the most stories?,The library.
"If a chicken says, ""All chickens are liars"". Is the chicken telling the truth?",Chickens cannot talk.
"When may a man's coat pocket be empty, and yet have something in it?",When there's a hole in it.
"There was a man who was born before his father, killed his mother, and married his sister. Yet, there was nothing wrong with what he had done. Why?","His father was in front of him when he was born, therefore he was born before him. His mother died while giving birth to him. Finally, he grew up to be a minister and married his sister at her ceremony."
"The rungs of a 10 foot ladder attached to a ship are 1 foot apart. If the water is rising at the rate of one foot an hour, how long will it take until the water covers over the ladder?","It will never cover the ladder because as the water rises, so will the floating ship."
"A magician was boasting one day at how long he could hold his breath under water. His record was 6 minutes. A kid that was listening said, ""that's nothing, I can stay under water for 10 minutes using no types of equipment or air pockets!"" The magician told the kid if he could do that, he'd give him $10,000. The kid did it and won the money. Can you figure out how?",The kid filled a glass of water and held it over his head for 10 minutes.
When will water stop running downhill?,When it reaches the bottom.
When can you add two to eleven and get one as the correct answer?,"When you add two hours to eleven o'clock, you get one o'clock."
"Romeo and Juliet are found dead on the floor in a bedroom. When they were discovered, there were pieces of glass and some water on the floor. The only furniture in the room is a shelf and a bed. The house is in a remote location, away from everything except for the nearby railroad track. What caused the death of Romeo and Juliet?","Romeo and Juliet are fish. The rumble of the train knocked the tank off the shelf, it broke and Romeo and Juliet did not survive."
How many seconds are there in one year?,"12 of them: January 2nd, February 2nd, March 2nd, April 2nd, May 2nd, June 2nd, July 2nd, August 2nd, September 2nd, October 2nd, November 2nd, December 2nd."
"A beggar's brother died, but the man who died had no brother.How could this be?",The beggar was a woman
"What can you sit on, sleep on, and brush your teeth with?","A chair, a bed, and a toothbrush."
"Name-called and favorite to eat,Has only two toes on print of feet,Colors many,Almost any Country child would have seen one.What is it?",A chicken
Placed above it makes greater things small.Placed beside it makes small things greater.In matters that counts it always comes first.Where others increase it keeps all things the same.What is it?,1
"A pet shop owner had a parrot with a sign on its cage that said ""Parrot repeats everything it hears"". Davey bought the parrot and for two weeks he spoke to it and it didn't say a word. He returned the parrot but the shopkeeper said he never lied about the parrot. How can this be?",The parrot is deaf.
"A precious stone, as clear as diamond.Seek it out whilst the sun's near the horizon.Though you can walk on water with its power,Try to keep it, and it'll vanish in an hour.What is it?",Ice
"Runs smoother than any rhyme, loves to fall but cannot climb!",Water
People are hired to get rid of me.I'm often hiding under your bed.In time I'll always return you see.Bite me and you're surely dead.What am I?,Dust
How far will a blind dog walk into a forest?,"Halfway. Once he crosses the middle line, he starts walking out of the forest."
"I know a word of letters three. Add two, and fewer there will be!",Fewer
"One winter day, there was a man standing in the middle of someone's front yard. The person stayed there for several weeks without moving and the owner of the yard didn't mind. Eventually, the man left. Who was he?",A snowman.
"A young boy went to a Catholic school. During school, he started goofing around, so the teacher called him out and sent him to the Pastor. Since this was a traditional school the boy would be spanked, but the Pastor believed in giving people a chance.He said, ""If you can ask me a question about something you learned and I don't know the answer on the spot you will go free.""The boy may have been lazy, but he was very witty. He asked, ""What is it that you can see and I can see, usually every day, but God cannot see."" The Pastor stood there, stumped. He couldn't figure it out because he strongly believed that God sees and knows all, and that there is only one God. The boy smiled and told him.What was it?","His own equal! We see our equals everyday, but since there is one God, he cannot see someone equal to himself."
What 5 letter word typed in all capital letters can be read the same upside down?,Swims
What 7 letter word is spelled the same way backward and forwards?,Racecar
"A man rode out of town on Sunday, he stayed a whole night at a hotel and rode back to town the next day on Sunday. How is this possible?",His Horse was called Sunday!
"Only one color, but not one size, Stuck at the bottom, yet easily flies. Present in sun, but not in rain, Doing no harm, and feeling no pain. What is it?",Shadow
"You have me today, Tomorrow you'll have more;As your time passes, I'm not easy to store;I don't take up space, But I'm only in one place;I am what you saw, But not what you see. What am I?",Memories
Two men were playing tennis. They played five sets and each man won three sets.How can this be possible?,They were partners playing doubles.
What do bowlers order when they go to a restaurant?,Spare ribs.
Why was the piano tuner hired to play baseball?,Because he had perfect pitch.
Why don't baseball players join unions?,Because they don't like to be called out on strikes.
What medical condition makes you run faster?,Athlete's foot.
In what part of a ballpark do you find the whitest clothes?,In the bleachers.
Why are artists no good in football matches?,Because they keep drawing.
What ring at the gym is actually a square?,A boxing ring.
What's a horse's favorite sport?,Stable Tennis.
What do physicists enjoy doing the most at sporting events?,The Wave
Why was Adam known to be a good runner?,He was the first in the human race.
Why did the golfer have an extra pair of pants?,In case he got a hole-in-one.
Why did the soccer ball quit the team?,It was tired of being kicked around.
What is the only way a miser will swim?,Freestyle.
What's the difference between a nail and a bad boxer?,One gets knocked in and the other gets knocked out.
When is a football player like a judge?,When he sits on the bench.
What is the hardest part about skydiving?,The ground!
Why do soccer players do well in school?,Because they know how to use their heads.
"Dead on the field lie ten soldiers in white, felled by three eyes, black as night. What happened?",A bowling ball knocked down ten pins.
Who are the happiest people at the football game?,The Cheerleaders
Why are frogs so good at basketball?,Because they always make jump shots.
What is a pumpkin's favorite sport?,Squash
"People always step on me and cover me in dirt, yet many times people come running back to me when they are in trouble. What am I?",A baseball base
I'm not pants but I have pockets;I can't dance but I have four legs.I come in different sizes depending on the size of the room.What am I?,A pool table
What bird can lift the most?,A Crane
"Name the only sport in which the ball is always in possession of the team on defense, and the offensive team can score without touching the ball?",Baseball
"What sport has four letters, is played all around the world, and begins with a T?",Golf
What sport most rewards thieves?,"Baseball, because they steal bases."
Why did the football player bring a string with him to the tournament final?,Because he wanted to tie the score.
"Take a look at these sports carefully: golf, darts, tennis, cricket, football, badminton. Which of the following should come next: archery, boxing, squash, gymnastics, or baseball?",Gymnastics (because it has 10 letters and the sports are in order of how many letters they have)
"What is served, but not by a waiter; and an ace but not a card?",A volleyball
"These two sticks must always be kept close by. Because if one of them decides to go another direction, then you're sure to become much colder.",Skis
"When two people are separated by a web and hate to have love, what are they called?",Tennis players
"What happens three times in weightlifting, twice in swimming, but only once in tennis?","The letter ""i""."
Why are soccer fields always unsure about what to do?,Because they have two opposing goals.
"Before the game, the spectator knew that the score would be nil-nil. How?",The score is always nil-nil before the game starts.
What runs around a football pitch but never moves?,A fence.
"In a football game, not a single man scored a goal, yet the final score was 1-0. How can this be?",All the players were women.
Why can't fish play volleyball?,Because they are afraid of the net.
How do we know that football referees are happy?,Because they whistle while they work.
How do football players stay cool during the game?,They stand close to the fans
What animal is best at hitting a baseball,A bat
How is a baseball team similar to a pancake?,They both need a good batter.
What sport can also be eaten?,Squash
Two people were playing chess and both won. How did this happen?,They were playing against other opponents.
What do hockey players and magicians have in common?,Both do hat tricks
I am present in marshesAnd also in the rumen of cattleTo stop global warmingI do very little.What am I?,Methane gas
"When liquid splashes me, none seeps through.When I am moved a lot, liquid I spew.When I am hit, color I change.And color, I come in quite a range.What I cover is very complex, and I am very easy to flex.What am I?",Skin.
What did the femur say to the patella?,I kneed you.
What kind of tree can fit into your hand?,Palm tree
How did Ben Franklin feel after discovering electricity?,Shocked
"Anyone can hold me, even without their hands, yet no one can do it for long.What am I?",Your breath.
What element is derived from a Norse god?,Thorium
"When combined, these four periodic elements make up something that terrifies criminals?","Carbon, Oxygen, Phosphorous & Sulfur (C + O + P + S)"
What is the loneliest of all physics concepts?,The singularity
What are ten things you can always count on?,Your fingers.
"I can be hot, I can be cold,I can run and I can be still,I can be hard and I can be soft.What am I?",Salt.
"What is neither water nor land, and is always soaking wet?",Wetlands.
"When the son of the water returns to the parent, it dies. What is it?",Ice.
I touch your face. I am in your words. I am a lack of space and beloved by birds. What am I?,Air
"I can be good for you, but I can also be bad for you. You can find me all over your body. What am I?",Bacteria.
I am needed for flight but cannot fly on my own. What am I?,Feathers
I am occasionally associated with smelly things. What state of matter am I?,Gas
"What is black when you buy it, red when you use it, and gray when you throw it away?",Charcoal.
I can eat a lot of iron without getting sick. What am I?,Rust.
"You can't see me, but I can see you. To be more specific, I see through. What am I?",An X-ray.
In addition to the sunThis is what enables plants to growIt is a four-letter wordAnd it comes before forest and bowWhat is it?,Rain
"What can be measured, but has no length, width, or height?",Temperature
"I am a tunnel, a shortcut that connects places across space and time. What am I?",A wormhole.
What period of time weighs the least?,A light-year.
What is full of holes but still holds water?,A sponge.
"I was once a massive star and soon I will be a brightly colored gas cloud. For now, I am a massive explosion. What am I?",A Supernova.
"You will find me in Mercury, Earth, Mars, and Jupiter, but not on Venus or Neptune. What am I?",The letter R
I am a rock that's bigger than Venus but smaller than Uranus. What am I?,Earth
"Many have heard it, but nobody has ever seen it. It will not speak back unless spoken to. What is it?",An echo.
What would you get if you stacked up thousands of pizzas?,The leaning tower of pizzas!
The more he has the less he weighs. What is it?,Cheese with holes.
If you buy a big one of theseThen you surely will not starveFor what's inside can feed manyAnd they're also good to carve.What is it that you're buying?,A pumpkin
"Breakfast or dinner, I always taste great,I come from an animal that never stays up late. Who am I?",Egg
"Two sisters we are, one is dark and one is fair,In twin towers dwelling we're quite the pair,One from land and one from the sea,Tell us truly, who are we?",Salt and pepper.
"I usually go with a special beef, I'm a green vegetable, like a leaf. I'm a yummy addition to your St. Patrick's Day dinner. If you eat me a lot, you might even get slimmer. What am I?",Cabbage
Why do Chinese men eat more rice than Japanese men do?,Because there are more Chinese men than Japanese men.
I am a food that stays hot even when put in the refrigerator! What am I?,Pepper.
When does a British Potato change its nationality?,When it becomes French fires.
What does a duck like to eat with soup?,Quackers!
This fruit is made of two words conjoinedThe first part of it is also a treeThe second part is a different fruitAnd goes on a pizza from HawaiiWhat is it?,A pineapple
What kind of beans don't grow in the garden?,Jelly beans
"When the waiter handed him the check at the end of the meal, what did the duck say?",I already have a bill.
What did the turkey say to the ham?,Nice to meat you.
I am the meanest of all foods and it takes all the might of your teeth to tear me apart. What am I?,Jerky
"I am a container without hinges, a lock, or a key, yet a golden treasure lies inside me. What am I?",An Egg
"Hot or cold, running or still, hard or soft, I can be anything. What am I?",Water
"What vegetable always fails in every competition, yet is a fantastic rapper?",Beets
"I am clean, but not water.I am white, but not snow.I am sweet, but not ice cream.What am I?",Sugar
I am called the most romantic fruit on the planet. What am I?,Honeydew
"Two mothers and two daughters went out to eat. Each one of them had one burger, yet only three burgers were eaten. How is this possible?","There was a grandmother, a mother, and a daughter."
What is the tastiest kind of money?,Dough-nut
What did the doctor prescribe to the sick lemon?,Lemon-aid
What vegetable is the king of rock and roll?,Elvis Parsley
What fruit is always sad?,A blueberry
I am a beer yet kids can drink me and never get drunk. What am I?,Root beer
"I am a food that explodes. But long before I explode, I am already dead. I can be small, I can be big, and I can be fragrant. What am I?",Popcorn
Do you know a fruit that is friendly and enjoys meeting new people?,A Date
What vegetable is the most fun to be around and the one that everybody wants to hang out with?,Fungi
"A woman shoots her husband. Then she holds him underwater for over 5 minutes. Finally, she hangs him. A few minutes later they both go out together and enjoy a wonderful afternoon together. How can this be?","The woman was a photographer. She shot a picture of her husband, developed it, and hung it up to dry."
"Can you name three consecutive days without using the words Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, or Sunday?","Yesterday, Today, and Tomorrow."
"The more you take, the more you leave behind. What am I?",Footsteps.
"I have thousands of ears, but I'm a really bad listener. What am I?",A cornfield
"Some months have 30 days, and some months have 31 days. How many have 28?",All of them.
"Two trains enter a one-way tunnel at different ends exactly at 9:00, But they both come out the other end unharmed 5 minutes later.  How is this possible?",One train entered the tunnel at 9:00 am and the other at 9:00 pm.
"A plane with 50 passengers crashes into a mountain and everyone is killed, but there were only 49 bodies. How is this possible?",Two of the passengers were siamese twins.
"I come once in a minute, twice in a moment, but never in a thousand years. What am I?","The letter ""m""."
"I am always in you and sometimes on you. If I surround you, I can kill you. What am I?",Water.
"What are moving left to right, right now?",Your eyes.
"I belong in the month of December, but not in any other month. I am not a holiday either. What am I?",The letter D
"No matter how little or how much you use me every day, you change me every month. What am I?",A Calendar
Why were the inventors of the airplane believed they could fly?,Because they were Wright.
"I protect, I stand tall. The reason for my existence is to strike fear in all. What am I?",A scarecrow
If one train in New York is going 1206 mph and one in Florida goes 305 mph which one will get to Cuba first?,"Neither, trains don't travel over water."
"Those who make me are likely to break me, what am I?",A promise
What runs around the whole yard without moving?,A fence.
"What is light as a feather, but no one can hold it for very long?",Your breath.
Where do prehistoric reptiles like to go on vacations?,The dino-shore!
"I have six faces but do not wear makeup, and twenty-one eyes, but cannot see. What am I?",Dice.
How do rodents travel in the water?,By vole canoe.
What is more useful when it is broken?,An egg.
"What belongs to you, but other people use it more than you?",Your name.
"There was a man who went on a trip to Mexico. The whole, round trip took four days. But he went on Wednesday and came back on Wednesday. How could this be?",His horse's name was Wednesday.
"I am tall when I'm young and short when I'm old. I can brighten your day, unless it's windy. What am I?",A candle.
A woman goes on vacation on Friday and comes back on Monday. How was she gone for a week?,The week ends on Sunday.
"I have many keys, but I can't open a single door. Who am I?",A piano.
"A doctor and a bus driver are both in love with the same woman - a beautiful girl named Monica. The bus driver had to go on a long bus trip that would last a week. Before he left, he gave Monica seven apples. Why?",Because an apple a day keeps the doctor away!
This is a special kind of transportSometimes it's used in an emergencySometimes it's used by celebritiesThey are also able to fly and hoverAnd help rescue people lost at sea,A helicopter
What is the first thing you see in an emergency but you only see it twice in a lifetime?,The letter E.
"A one-seeded fruit I may be, but all of your calendars are full of me. What am I?",A date.
What rock group has been around the longest?,Mount Rushmore!
What was the largest island in the world before Australia was discovered?,"It was still Australia, it just wasn't discovered yet!"
What can you stick between a 3 and a 4 so that the result is more than three but less than four?,"A point, dot or period (3.4)"
"I have a home and a big space, I have keys but I have no locks, I have lots of letters but I have no mailbox. What am I?",A keyboard!
"I flop around on sticks and sometimes you cheer me as I do, I desperately need a white powder to do what needs to be done, and looking at me you might wonder why I look like I am about to go swimming. What am I?",A gymnast
"A girl is sitting in a house at night that has no lights on at all. There is no lamp, no candle, nothing. Yet she is reading. How?","She's blind, and is reading Braille."
What two things can you never eat for breakfast?,Lunch and dinner!
"Three men were in a boat. It capsized, but only two got their hair wet. Why?""",One of the men was bold!
"What word with 4 letters can be written forward, backward or upside down, and yet can still be read from left to right?",NOON
"if a wheel has 64 spokes, how many spaces are there between the spokes?",64. The space after the 64th spoke is the same as before the first one.
What is made of water but if you put it into water it will die?,An ice cube.
What has a bottom at the top?,Legs!
"When can a person drown, but still not get wet?",When he's trapped in quicksand.
"A wife decides to shoot her husband. She does so, then holds him underwater for more than 5 minutes. Finally she hangs him. 10 minutes later they both go out to lunch. How is this possible?","The woman shot a photo of the husband, they developed the photo in water and hanged it to dry."
"A boy was at a carnival and went to a booth where a man said to the boy, ""If I write your exact weight on this piece of paper then you have to give me $10, but if I cannot, I will pay you $10."" The boy looked around and saw no scale so he agrees, thinking no matter what the carny writes he'll just say he weighs more or less. In the end the boy ended up paying the man $10. How did the man win the bet?","He wrote ""Your exact weight."" on the paper."
"Two girls have the same parents and were born at the same hour of the same day of the same month, but they are not twins. How can this be possible?",They were not born in the same year.
The ages of a father and son add up to 66. The father's age is the son's age reversed. How old could they be?* There are THREE possible solutions,51 and 1542 and 2460 and 06
Arnold Schwarzenegger's is really long. Michael J. Fox's is really short. Mickey Mouse's isn't human. Madonna doesn't have one. What is it?,A last name.
"What four letter word that ends in ""k"" means the same as intercourse?",Talk.
"This city might as well be named ""Armed conflict cutting tool.""",Warsaw (Poland)
"This city can be also named as: ""Father goes after container for carrying things.""",Baghdad (Iraq)
"This city can be just as well called: ""Supply Residence"".",Stock-Holm! (Sweden)
"City name sounds like: ""Sprouts' first name.""",Brussels (Belgium)
"Which city name can also be represented by: ""Insane to move""",Mad-rid! (Spain)
"Which city can be also named: ""Rooster appears after sudden loud noise.""",Bangkok (Thailand)
What do you answer even though it never asks you questions?,A doorbell. (Or a phone)
What do you bury when it's alive and dig up when it's dead?,A plant.
Who was the smartest man in the Bible?,Abraham. He knew a Lot.
"As a stone inside a tree, I'll help your words outlive thee. But if you push me as I stand, the more I move the less I am.What am I?",A pencil.
"Take away my first letter, then take away my second letter. Then take away the rest of my letters, yet I remain the same. What am I?",A postman.
"I live in my little house all alone. There are no windows or doors, and if I want to go out I have to break through the wall. What am I?",An unhatched chick.
What is it that can never be put in a saucepan?,The lid.
What smells bad when alive but smells good when dead?,Bacon!
"You throw away the outside, eat the inside, then throw away the inside. What is it?",Corn on the cob.
"It has existed for millions of years, but is never more than a month old. What is it?",The moon.
You can hold it without using your hands or your arms. What is it?,Your breath.
"What begins with T, ends with T, and has T in it?",A teapot.
What can rise without ever sleeping?,Bread.
"You want Bob to have your phone number, but for some reason you can't ask him directly. You have to write Bob a note, and pass it to him through Lucy. Lucy can give you a note back with Bob's reply, but you don't want Lucy to know your phone number herself.What will you write on the note to Bob?","This has several options for a creative mind. Our solution? Ask Bob to call you at a certain time, that way you'll know it's him and you can save the phone number."
"You're on a ski lift, going from the bottom of the mountain to the top. How many chairs from the other side will you pass by? A few choices:1. Half of them2. 2/3 of them3. All of them (but yours)4. 3/4 of them(The 'Google Riddles' are interview questions those who wish to get hired were asked).","The answer is C - all of them but yours.The chairs are in a giant loop, with several stopping places on the way to the top, and you will see all the chairs probably more than once before you get up there."
If you pile up coins one on top of another until they get as high as the Empire State Building - would you be able to fit them all into one average sized room?(The 'Google Riddles' are interview questions those who wish to get hired were asked).,"Yes, you could.How do we know this? If the Empire State Building is about 100 levels tall, and each level is about an average room in height, that means we can divide the giant pile into 100 piles of one level each. Would 100 piles of coins fit in a room? Of course it will, with lots of room for more."
"You're a pirate captain and your crew is about to divvy up the gold you've plundered. They are waiting for your wisdom on the subject. However, if less than half the pirate crew agree with your division of the gold, they will make you ""walk the plank"".How would you divvy up the gold in a way that will keep you alive and with your pockets full of gold?(The 'Google Riddles' are interview questions those who wish to get hired were asked).",Share the gold with only 51% of the pirates. The other 49% will want to kill you but who cares - they're the minority!  This way you'll get the max amount of gold with the majority of pirates voting to keep you alive.
"You're sitting in a car. The car has helium balloons tied to its floor. The windows in the car are closed and locked and the Air conditioner isn't working. What will happen to the balloons when you press on the gas? Will they move forward, stay in place, move backwards...?","The answer is they will move forwards. Because helium is lighter than air, it will go where air isn't. When the car is pushed forward the air moves backwards, so the helium balloons will move to where the air is not - forward."
"You have a 4 minute sand clock and a 7 minute sand clock, you need to measure 9 minutes while using both of them. What's your first move?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","Turn them over together. Then, the 4 minute one is done you immediately flip it over. The rest of the time until 7 runs out is exactly 3 minutes."
"You put a glass of water on a record turntable and begin slowly increasing the speed. What happens first -- does the glass slide off, tip over, or does the water splash out?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","Depends on the amount of water in it.A glass with almost no water will not spill, while a glass almost full will spill and also fall off probably due to the weight of the water going off. In other words - there is no way to tell without knowing the amount of water in the glass."
What is the angle between the big hand and the small hand when the time is 3:15?(The 'Google Riddles' are interview questions those who wish to get hired were asked).,0 degrees.
"We have two soap of equal weights and a 3/4 pound weight.However, after using 1/4 of soap we place all three objects on balance as On one side of balance we place one soap (unused) and on another side, we placed used soap (i.e 3/4th of soap) and 3/4 pound weight.What is the soap weight?","3 pounds.if 3/4 of a pound weigh the same as a 1 quarter of the soap, then a simple formula is soap weight = 4 X 3/4 = 3 Pounds."
"Can you complete the pyramid by replacing X, Y and ""?"" with the correct number?","The pyramid goes as follows:Row 1: 100| Row 2: 65,35| Row 3: 34,31,4 | Row 4: 10,24,7,-3"
What looks like Chimpanzee but is not a Chimpanzee?,A photo of a chimpanzee!
Which circus performers can see in the dark?,The Acro-Bats!
"Casey buys a bracelet. She pays for the bracelet and pays $0.72 in sales tax. The sales tax rate is 6%.What is the original price of the bracelet, before tax?",The bracelet originally cost $12
