riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"What is that comes out of a man,  has no hand and has no legs but can make a hole on the ground?",semen,urine,bacteria,poop,1
"I'm a shape shifter varied in colour and size.But when you see me I'm easy to recognize. At times a shady character, other times not.I might be able to help you in a hot spot. Usually unemployed in the season of cold.But working year-round if you are willing to hold. With your assistance I act as a lightweight shield.So as to counteract what the heavens may yield. What am I?",unbrella,umbrella,blanket,poncho,1
"I'm a shape shifter varied in colour and size.But when you see me I'm easy to recognize. At times a shady character, other times not.I might be able to help you in a hot spot. Usually unemployed in the season of cold.But working year-round if you are willing to hold. With your assistance I act as a lightweight shield.So as to counteract what the heavens may yield. What am I?",unbrella,umbrella,blanket,scarf,1
Angels and pilots work with me. What am I?,wings,legs,fangs,bird,0
Angels and pilots work with me. What am I?,eagle,wings,legs,bird,1
What can someone do that a fish has?,scale,depth,ratio,gravity,0
What can someone do that a fish has?,yardstick,gravity,ratio,scale,3
"My 5,4,7,3 is to wander around. My 2,7,1,8 mainly comes in the form of bills. My 10,7,9,8 is used as an extra hand or foot for a monkey. My 2,7,11 is the fifth month of the year. My 6,5,7,9,10 is also known as a characteristic. My whole is eternal life.",omnipotence,godhood,soul,immortality,3
"My 5,4,7,3 is to wander around. My 2,7,1,8 mainly comes in the form of bills. My 10,7,9,8 is used as an extra hand or foot for a monkey. My 2,7,11 is the fifth month of the year. My 6,5,7,9,10 is also known as a characteristic. My whole is eternal life.",death,omnipotence,immortality,godhood,2
He has a genie to thank for the fact that he married a princess.,jasmine,Elsa,aquaman,aladdin,3
He has a genie to thank for the fact that he married a princess.,aladdin,jasmine,movie,aquaman,0
Arcane Mysterious Occult Abstruse,contradictory,abstract,obscure,esoteric,3
Arcane Mysterious Occult Abstruse,esoteric,insular,abstract,contradictory,0
"The wind eased itself gently through Captain Sheba's hair as he pressed his eye against his spy glass. ""Land!  At last we are rich!"" he shouted to his crew members. They anchored not very far away from the strange little island, rowed toward the shore and arrived safely. ""Brethren, we've found the island.  From the information we have so far, the treasure is hidden under one of these colored rocks on the shore and the rest of the rocks have a poisonous gas trapped beneath them. Alas, I can't afford to lose any of my crew members. If we could only decode the last part of these writings, we would know which rock the treasure is under. I will give ten percent of the find to anyone who is able to decode this last message!"". At the end of your power .At the beginning of eternity.Blessed is he who finds me.He who still exists after uncovering me.To enjoy my riches forever.My last is in mud somewhere wherever  . That's all the writings say. There are four rocks.  They are blue, red, white, and black respectively. Which one has the treasure hidden under it?",Red rock,Florida Keys,vail,banff,0
"The wind eased itself gently through Captain Sheba's hair as he pressed his eye against his spy glass. ""Land!  At last we are rich!"" he shouted to his crew members. They anchored not very far away from the strange little island, rowed toward the shore and arrived safely. ""Brethren, we've found the island.  From the information we have so far, the treasure is hidden under one of these colored rocks on the shore and the rest of the rocks have a poisonous gas trapped beneath them. Alas, I can't afford to lose any of my crew members. If we could only decode the last part of these writings, we would know which rock the treasure is under. I will give ten percent of the find to anyone who is able to decode this last message!"". At the end of your power .At the beginning of eternity.Blessed is he who finds me.He who still exists after uncovering me.To enjoy my riches forever.My last is in mud somewhere wherever  . That's all the writings say. There are four rocks.  They are blue, red, white, and black respectively. Which one has the treasure hidden under it?",Florida Keys,Red rock,valley,banff,1
"Anagram teaser; same letters, of course. The first of the words is the movement of a horse. The second of the words is used to make honey, And the third is the look of a zombie. What are the words?",oval,canter,derby,dressage,1
"Anagram teaser; same letters, of course. The first of the words is the movement of a horse. The second of the words is used to make honey, And the third is the look of a zombie. What are the words?",Carthy,derby,canter,dressage,2
"Can I walk? No. Can I stand? No. I almost never wear shoes. I can't feel my legs. I wear blue, yellow, white, or black socks. When I do wear shoes it is black and white Adidas 👡s. What am I?",handicapped,paraplegic,coma,paralyzed,1
"Can I walk? No. Can I stand? No. I almost never wear shoes. I can't feel my legs. I wear blue, yellow, white, or black socks. When I do wear shoes it is black and white Adidas 👡s. What am I?",transgender,paraplegic,handicapped,paralyzed,1
Texting: ###.  means that you are what?,sick,fucking,raccoon,puppy,0
Texting: ###.  means that you are what?,sick,awesome,raccoon,puppy,0
"I start with an ___ and end with an ___, but I only have one letter. What am I?",receipt,suitcase,jar,envelope,3
"I start with an ___ and end with an ___, but I only have one letter. What am I?",envelope,jar,suitcase,return address,0
It is sharp but not pepper; white but not paper; green but not shaddock. What am I?,carrots,cucumber,radish,broccoli,2
It is sharp but not pepper; white but not paper; green but not shaddock. What am I?,radish,carrots,cucumber,tomato,0
You stick your poles inside me. You tie me down to get me up. I get wet before you do. What am I?,five,forty,tarp,tent,3
You stick your poles inside me. You tie me down to get me up. I get wet before you do. What am I?,five,tent,forty,cabin,1
I have four legs in the morning Two at noon And three in the evening What am I?,headache,brilliant,childhood,life,3
I have four legs in the morning Two at noon And three in the evening What am I?,headache,romance,childhood,life,3
"What has holes on each side, but can still can hold water?",spoon,paper towel,dish soap,sponge,3
"What has holes on each side, but can still can hold water?",sponge,spoon,paper towel,toothbrush,0
"Hiding within, there can be 28.More or less builds the pearly gate.Holes inside, filled with gold.Silver bridges can these guys hold.Strong and sturdy are these chaps.Clean them up, or else silver caps. What are they?",mouth,teeth,dentist,gums,1
"Hiding within, there can be 28.More or less builds the pearly gate.Holes inside, filled with gold.Silver bridges can these guys hold.Strong and sturdy are these chaps.Clean them up, or else silver caps. What are they?",teeth,dentist,tongue,gums,0
I create my lair with earthen string and dispatch my prey with a biting sting. What am I?,lizard,praying mantis,snake,spider,3
I create my lair with earthen string and dispatch my prey with a biting sting. What am I?,bird,praying mantis,lizard,spider,3
What 5 letter word typed in all capital letters can be read the same upside down?,swims,dives,ocean,shark,0
What 5 letter word typed in all capital letters can be read the same upside down?,sails,ocean,dives,swims,3
"I come in all shapes and sizes, But if you got me don't be expecting any surprises. You use me in a mall, But don't use me to call. I can be Texas or Sharp, But I can't play the harp. You can punch me all you want, And you may see me in a restaurant. I get what you want in an instant, And figure out some things you can't. Just select the parallel key, And the object you were searching for is what you will see. What am I?",calculations,Macbook,calculator,thumbdrive,2
"I come in all shapes and sizes, But if you got me don't be expecting any surprises. You use me in a mall, But don't use me to call. I can be Texas or Sharp, But I can't play the harp. You can punch me all you want, And you may see me in a restaurant. I get what you want in an instant, And figure out some things you can't. Just select the parallel key, And the object you were searching for is what you will see. What am I?",thumbdrive,spreadsheet,calculator,Macbook,2
Dogs have fleas. What do sheep have?,sweaters,university,fleece,hoodie,2
Dogs have fleas. What do sheep have?,fleece,hoodie,school,university,0
"I'm like a doll, But I'm not for playing; I stand up straight, but if windy I may be laying; I'm well-known and famous for having no brain; I work outside both day and night in sunshine or in rain.  What am I?",leprechaun,snowman,scarecrow,henchman,2
"I'm like a doll, But I'm not for playing; I stand up straight, but if windy I may be laying; I'm well-known and famous for having no brain; I work outside both day and night in sunshine or in rain.  What am I?",leprechaun,scarecrow,henchman,joker,1
My first serves as positive recognition.My next's played in a friendly competition.My whole is a pay later proposition. What am I?,credit card,debit,valley,Florida Keys,0
My first serves as positive recognition.My next's played in a friendly competition.My whole is a pay later proposition. What am I?,credit card,Florida Keys,valley,overdraft,0
"I am a living thing, I breath, I walk, I eat, I do all things that one with life can do. But on the other hand, I am a non-living thing, I walk without legs, I do many jobs without hands, I can't breath: Both computer and most houses have me in common. What am I?",mouse,joystick,Macbook,tablet,0
"I am a living thing, I breath, I walk, I eat, I do all things that one with life can do. But on the other hand, I am a non-living thing, I walk without legs, I do many jobs without hands, I can't breath: Both computer and most houses have me in common. What am I?",tablet,keyboard,mouse,Macbook,2
What can be seen but never found that only hides in the unwound?,mindfulness,teddy bear,stimulation,relaxation,3
What can be seen but never found that only hides in the unwound?,stimulation,relaxation,mindfulness,mattress,1
Aspen Oak Dogwood Pine,forests,trees,teddy bear,pillow,1
Aspen Oak Dogwood Pine,teddy bear,vines,pillow,trees,3
I am the youngest level of Girl Scouts. I'm a flower and a females name. I'm a railcar in Thomas And Friends. And a Princess in a Mario game. What am I?,Simon,daisy,Sophie,betty,1
I am the youngest level of Girl Scouts. I'm a flower and a females name. I'm a railcar in Thomas And Friends. And a Princess in a Mario game. What am I?,betty,luigi,daisy,Simon,2
They cut doors in half and wear wooden shoes.,German,Dutch,French,British,1
They cut doors in half and wear wooden shoes.,German,Dutch,English,British,1
What kind of sandwich sinks to the bottom of the tub?,helicopter,sandwhich,boat,submarine sandwich,3
What kind of sandwich sinks to the bottom of the tub?,submarine sandwich,helicopter,sandwhich,macaroni,0
What disappears the moment you say its name?,whisper,annihilation,noise,silence,3
What disappears the moment you say its name?,darkness,whisper,noise,silence,3
It is a tiny house that you will find on the shore sometimes there is a treasure hidden inside it. What is it?,squid,scallops,oyster,octopus,2
It is a tiny house that you will find on the shore sometimes there is a treasure hidden inside it. What is it?,lobster,scallops,oyster,octopus,2
"Great minds have said of me that:  I am moonlight in the gloomy night of life. I can soften rocks or bend a knotted oak. Without me, life would be an error. I separate the generations. I express that which is inexpressible.And on which silence is impossible. I am the art most nigh to tears and memory. I am the shorthand of emotion. I should strike fire from the heart of man, And a woman I should bring to tears. I can name the unnameable and communicate the unknowable. I have been called the speech of angels. What am I?",rap,guitar,music,artist,2
"Great minds have said of me that:  I am moonlight in the gloomy night of life. I can soften rocks or bend a knotted oak. Without me, life would be an error. I separate the generations. I express that which is inexpressible.And on which silence is impossible. I am the art most nigh to tears and memory. I am the shorthand of emotion. I should strike fire from the heart of man, And a woman I should bring to tears. I can name the unnameable and communicate the unknowable. I have been called the speech of angels. What am I?",music,songs,rap,guitar,0
"I am something you need as a young child, I am something that comes over you if you don't have enough of me, I can sometimes make you slap happy. What am I?",cuddle,sleep,mattress,teddy bear,1
"I am something you need as a young child, I am something that comes over you if you don't have enough of me, I can sometimes make you slap happy. What am I?",teddy bear,sleep,mattress,wake,1
My best buddy always makes mistakes. But I would easily get rid of the mistakes. What Am I?,stylus,fingernail,eraser,pencil,2
My best buddy always makes mistakes. But I would easily get rid of the mistakes. What Am I?,eraser,stylus,sharpie,fingernail,0
It is an arctic double breasted formal wear.,snowsuit,underwear,sweater,scarf,0
It is an arctic double breasted formal wear.,snowsuit,sweater,scarf,jacket,0
We're each a valuable member.January to December. Each given a designation.According to our location. For each of us on the top row.There's an equivalent below. Arranged in perfect symmetry.Is how you would like us to be. But this condition is somewhat rare.Depends on your continued care. Effectuating prevention.Will require daily attention. This daily practice you follow.Will prevent our getting hollow. But brushing us off will not rile.It will just encourage our smile. What are we?,teeth,mouth,tongue,dentist,0
We're each a valuable member.January to December. Each given a designation.According to our location. For each of us on the top row.There's an equivalent below. Arranged in perfect symmetry.Is how you would like us to be. But this condition is somewhat rare.Depends on your continued care. Effectuating prevention.Will require daily attention. This daily practice you follow.Will prevent our getting hollow. But brushing us off will not rile.It will just encourage our smile. What are we?,mouth,gums,dentist,teeth,3
Beautiful girls strut and sexy men 'do their little turn' on this.,catwalk,raccoon,stairs,staircase,0
Beautiful girls strut and sexy men 'do their little turn' on this.,catwalk,puppy,raccoon,staircase,0
"I fly in the air, But I am not always there. I cannot be touched, But I can be felt or held. Think very hard, But if you live near the equator, You may have a tough time seeing me. What am I?",awakening,oxygen,breath,lungs,2
"I fly in the air, But I am not always there. I cannot be touched, But I can be felt or held. Think very hard, But if you live near the equator, You may have a tough time seeing me. What am I?",oxygen,awakening,breath,fresh air,2
Rolling on floor,humorous,laughing,giggling,smile,1
Rolling on floor,smile,laughing,humorous,talking,1
My first word has lines that intersect.My second has limbs that grow erect.My whole in cold spots you'd not expect. What am I?,palm tree,pillow,vines,cactus,0
My first word has lines that intersect.My second has limbs that grow erect.My whole in cold spots you'd not expect. What am I?,teddy bear,cactus,palm tree,vines,2
What runs but never walks and has two mouths>,equator,lake,river,pond,2
What runs but never walks and has two mouths>,equator,river,pond,ocean,1
You see me in the air. But I am not a kite. I am whats created. When water refracts light.What am I?,unicorn,rainbow,banner,colors,1
You see me in the air. But I am not a kite. I am whats created. When water refracts light.What am I?,sparkles,rainbow,banner,colors,1
I am a big cat.And a predator at that. In the jungle behind the tree.In the branches so you can't see. Sneaking up on its prey.Feeding itself for the day. Although I'm feline I can become wet.Diving in seeking prey to get. What am I?,leopard,lion,bear,tiger,0
I am a big cat.And a predator at that. In the jungle behind the tree.In the branches so you can't see. Sneaking up on its prey.Feeding itself for the day. Although I'm feline I can become wet.Diving in seeking prey to get. What am I?,hippo,lion,tiger,leopard,3
"You are my brother, but I am not your brother. Who am I?",daughter,dad,aunt,sister,3
"You are my brother, but I am not your brother. Who am I?",dad,mom,aunt,sister,3
I am nature's way of applauding lightning. What am I?,tornado,thunder,lightning,warriors,1
I am nature's way of applauding lightning. What am I?,thunder,spurs,lightning,warriors,0
What's the difference between a well dressed man on a bicycle and a poorly dressed man on a unicycle?,skeleton,attire,hairstyle,skull,1
What's the difference between a well dressed man on a bicycle and a poorly dressed man on a unicycle?,outfit,hairstyle,attire,skeleton,2
What has a horn but does not work?,mirage,elephant,giraffe,rhinoceros,3
What has a horn but does not work?,rhinoceros,nomad,giraffe,elephant,0
"A man in a car saw a Golden Door, Silver Door and a Bronze Door. What door did he open first?",oxygen,windshield,key fob,car door,3
"A man in a car saw a Golden Door, Silver Door and a Bronze Door. What door did he open first?",windshield,key fob,car door,Hydrogen peroxide,2
I lose my head in the morning and regain back it at night. What am I?,pillow,sofa,teddy bear,mattress,0
I lose my head in the morning and regain back it at night. What am I?,towel,teddy bear,mattress,pillow,3
I have a puppet thatrhymes with dog.It is a little green And sits on a log!What is it?,crab,snake,frog,lizard,2
I have a puppet thatrhymes with dog.It is a little green And sits on a log!What is it?,crab,snake,bird,frog,3
Is an old hundred dollar bill better than a new one?,as,so,clever,well,3
Is an old hundred dollar bill better than a new one?,well,innocent,so,as,0
What comes down but never goes up and happens most often in the spring?,rain,snow,unicorn,weather,0
What comes down but never goes up and happens most often in the spring?,colors,rain,snow,unicorn,1
What dish consists of tortilla chips smothered in cheese?,fries,salad,burrito,nachos,3
What dish consists of tortilla chips smothered in cheese?,nachos,salsa,burrito,salad,0
What claps but doesn't have hands?,spurs,thunder,warriors,tornado,1
What claps but doesn't have hands?,lightning,thunder,warriors,tornado,1
"In the forest, this blends in just right, but every December it is covered with lights. What is it?",evergreen,uc berkeley,asparagus,broccoli,0
"In the forest, this blends in just right, but every December it is covered with lights. What is it?",broccoli,asparagus,evergreen,cedar,2
"I cover what is real and hide what is true, But sometimes I bring out the courage in you. What am I?",mascara,lipstick,wig,makeup,3
"I cover what is real and hide what is true, But sometimes I bring out the courage in you. What am I?",makeup,lipstick,eyeliner,wig,0
"This is an old European riddle from 1300-1900 AD. Runs smoother than any rhyme, Loves to fall but cannot climb.",snow,colors,rain,unicorn,2
"This is an old European riddle from 1300-1900 AD. Runs smoother than any rhyme, Loves to fall but cannot climb.",colors,snow,rain,weather,2
What type of jacket can you never put on?,Thor,Ronan,Yellowjacket,quill,2
What type of jacket can you never put on?,Yellowjacket,Antman,Thor,Ronan,0
What kind of candy would a prisoner want before he is executed?,brilliant,headache,life saver,godsend,2
What kind of candy would a prisoner want before he is executed?,headache,godsend,life saver,game changer,2
It is something everybody has. You had it since birth. When you are about to do something wrong it gives you a stab in the heart or a bad feeling. When you are about to do something good it gives you a good feeling.,conscience,apathy,moral compass,ethics,0
It is something everybody has. You had it since birth. When you are about to do something wrong it gives you a stab in the heart or a bad feeling. When you are about to do something good it gives you a good feeling.,ethics,conscience,moral compass,guilt,1
If not preceded by the smaller the larger one will not go.,swordfish,auger,shovel,chainsaw,1
If not preceded by the smaller the larger one will not go.,chainsaw,r301,swordfish,auger,3
"""How long is ""4eva""?""",soul,never,forever,indefinitely,2
"""How long is ""4eva""?""",long,never,soul,forever,3
Ice is another word for ________,diamonds,iron,emeralds,crystals,0
Ice is another word for ________,diamonds,iron,gold,emeralds,0
"It__ colorful. No one can reach it, not even the queen. What is it?",sparkles,unicorn,rainbow,colors,2
"It__ colorful. No one can reach it, not even the queen. What is it?",banner,rainbow,sparkles,colors,1
Ideal if you're craving a cool treat or want to bring all the boys to the yard.,Florida Keys,pint,ice cream,milkshake,3
Ideal if you're craving a cool treat or want to bring all the boys to the yard.,pint,milkshake,valley,Florida Keys,1
When you use me my head disappears. What am i?,sharpie,fingernail,eraser,stylus,2
When you use me my head disappears. What am i?,fingernail,eraser,pencil,stylus,1
"My love's the type of thing you have to earn, but when you earn it, you won't need it. Who am I?",allah,heaven,god,Jesus,2
"My love's the type of thing you have to earn, but when you earn it, you won't need it. Who am I?",allah,god,heaven,holy spirit,1
What do people need but always give away?,windmills,penny,wealth,money,3
What do people need but always give away?,penny,money,windmills,monies,1
"I serve on a cross, to prevent loss. What am I?",joker,henchman,snowman,scarecrow,3
"I serve on a cross, to prevent loss. What am I?",joker,scarecrow,henchman,leprechaun,1
I come to you when life is full.People say that I am rather cruel.I leave you knotted and confused.and when I am gone you'll feel alive and enthused! What am I?,trauma,stress,anxiety,jar,1
I come to you when life is full.People say that I am rather cruel.I leave you knotted and confused.and when I am gone you'll feel alive and enthused! What am I?,sponge,anxiety,trauma,stress,3
"What has a head like a cat, feet like a cat, a tail like a cat, but isn't a cat?",kitten,forty,puppy,cat,0
"What has a head like a cat, feet like a cat, a tail like a cat, but isn't a cat?",kitten,forty,five,cat,0
Ambitious people will climb the social version of this contraption.,crane,ladder,railings,deck,1
Ambitious people will climb the social version of this contraption.,climb,railings,deck,ladder,3
"Arnold Schwarzenegger has a big one, Michael J Fox has a small one, Madonna doesn't have one, The pope has one but he never uses it, Bill Clinton has one and he uses it all the time! What is it?",transliteration,accent,alias,surname,3
"Arnold Schwarzenegger has a big one, Michael J Fox has a small one, Madonna doesn't have one, The pope has one but he never uses it, Bill Clinton has one and he uses it all the time! What is it?",accent,surname,transliteration,syllables,1
Use all letters of this sentence once each only to spell out three animals. 'TALL ELEPHANT OR APEMAN',panther,m48,paintbrush,t32,0
Use all letters of this sentence once each only to spell out three animals. 'TALL ELEPHANT OR APEMAN',artist,m48,panther,paintbrush,2
Black within and red without with four corners roundabout.,attic,spiral staircase,chimney,oven,2
Black within and red without with four corners roundabout.,chimney,pipe,spiral staircase,attic,0
"Whats quieter then a mouse, as fragile as air,can never be touched, but once you say its name its broken",whisper,noise,silence,annihilation,2
"Whats quieter then a mouse, as fragile as air,can never be touched, but once you say its name its broken",darkness,silence,noise,whisper,1
I share a border with Canada. Microsoft and Starbucks call me home. Mount Rainier is here. What state am I?,Seattle,Washington,New York,Zachary Taylor,1
I share a border with Canada. Microsoft and Starbucks call me home. Mount Rainier is here. What state am I?,Washington,New York,Zachary Taylor,Cleopatra,0
What instrument does a skeleton play?,trombone,saxophone,clarinet,flute,0
What instrument does a skeleton play?,trombone,violin,saxophone,flute,0
"It has a trunk but never packs it, what is it?",tiger,elephant,hippo,giraffe,1
"It has a trunk but never packs it, what is it?",tiger,elephant,gorilla,hippo,1
"Seven men go to a church in a car.  Seven men get out of the car, it starts to rain.  Six men walk to the church and get wet, one stays still and stays dry.  Why?",funeral,birthday party,wedding,hiphop,0
"Seven men go to a church in a car.  Seven men get out of the car, it starts to rain.  Six men walk to the church and get wet, one stays still and stays dry.  Why?",funeral,hiphop,birthday party,Buddha,0
"You might make this at Christmas. So that you can stuff your face. A cake, icing and candy. An edible dwelling place",birthday cake,cheese,sandwich,gingerbread house,3
"You might make this at Christmas. So that you can stuff your face. A cake, icing and candy. An edible dwelling place",cheese,gingerbread house,sandwich,snowman,1
Mouse Drive Cable Port,computer,cases,laptop,thumbdrive,0
Mouse Drive Cable Port,laptop,cases,computer,Macbook,2
What did the skeleton order at the resturant?,dry rub,raccoon,puppy,Spare ribs,3
What did the skeleton order at the resturant?,Spare ribs,puppy,dry rub,oxtails,0
"I am steamed; I am fried; I am stewed; eaten raw. I may reveal treasure, when you open my door. I am prized for my flesh, but my case is used too. I may improve your performance, but that may not be true. Some have died for me.  They dove to their death. But now I am farmed, so don't hold your breath. My treasures were worth more back when they were crude. Now they are cultivated, not natural or rude. The first one to taste me was said to be brave, But he may have been starving, and his life I did save. So eat and enjoy me, or screw up your face. I don't need your approval.  I have earned my place. Give the author a lemon and she'll eat your share. Just guess what I am.  Speak my name, if you care.",lobster,oyster,octopus,squid,1
"I am steamed; I am fried; I am stewed; eaten raw. I may reveal treasure, when you open my door. I am prized for my flesh, but my case is used too. I may improve your performance, but that may not be true. Some have died for me.  They dove to their death. But now I am farmed, so don't hold your breath. My treasures were worth more back when they were crude. Now they are cultivated, not natural or rude. The first one to taste me was said to be brave, But he may have been starving, and his life I did save. So eat and enjoy me, or screw up your face. I don't need your approval.  I have earned my place. Give the author a lemon and she'll eat your share. Just guess what I am.  Speak my name, if you care.",octopus,scallops,lobster,oyster,3
Hershey's and Reese's are two popular companies that produce this kind of sweet snack.,sweets,ice cream,chocolate,beer,2
Hershey's and Reese's are two popular companies that produce this kind of sweet snack.,caffeine,chocolate,ice cream,beer,1
"""If you talk about your ""whip"" what possession are you referring to?""",car,Hydrogen peroxide,vehicle,truck,0
"""If you talk about your ""whip"" what possession are you referring to?""",oxygen,vehicle,truck,car,3
"I am not as they say, But I am in the way. I'm not the answer to the question, More an alternative suggestion. What am I?",pretend,teddy bear,mattress,lie,3
"I am not as they say, But I am in the way. I'm not the answer to the question, More an alternative suggestion. What am I?",exaggerate,teddy bear,mattress,lie,3
"This is the name of a continent. Which has fifty different countries. People living there might be British,French, German, Polish or Maltese",North America,Africa,Asia,Europe,3
"This is the name of a continent. Which has fifty different countries. People living there might be British,French, German, Polish or Maltese",North America,Europe,Sweden,Africa,1
"The ones in the sea are prickly, but the ones on the street might pickpocket you.",magus,urchin,eel,octopus,1
"The ones in the sea are prickly, but the ones on the street might pickpocket you.",magus,eel,urchin,crab,2
"My 5, 6, 10, 11, 3 is a serious search. My 11, 8, 1, 7, 2 is easy to get, but can be hard to remove. My 5, 6, 4, 10, 8 is expected in a library. My 9, 3 is often in the mail. My whole is nothing new.",archaeology,Stonehenge,pyramids,antiquities,3
"My 5, 6, 10, 11, 3 is a serious search. My 11, 8, 1, 7, 2 is easy to get, but can be hard to remove. My 5, 6, 4, 10, 8 is expected in a library. My 9, 3 is often in the mail. My whole is nothing new.",Stonehenge,archaeology,antiquities,antiques,2
Which word can be placed between the two following words to make two new ones: TABLE - - - - HOUSE,bloat,ware,cookware,wear,1
Which word can be placed between the two following words to make two new ones: TABLE - - - - HOUSE,ware,wear,cookware,tongs,0
"I'm a unit of heat generation. I am prone to great quantification. There are many aware of the #'s I bear. Some in triumph, and some in frustration. What am I?",caloric intake,caffeine,calorie,cals,2
"I'm a unit of heat generation. I am prone to great quantification. There are many aware of the #'s I bear. Some in triumph, and some in frustration. What am I?",calorie,cals,workout,caffeine,0
"I start with M, end with X, and have a never ending amount of letters. What am I?",mailbox,teddy bear,pillow,recycling bin,0
"I start with M, end with X, and have a never ending amount of letters. What am I?",mailbox,pillow,teddy bear,mailman,0
"My first involves entertainment, silliness, and fun.My second is a place one's dog can go for a run.My whole provides mechanical exhilaration. What am I?",broccoli,asparagus,amusement park,art museum,2
"My first involves entertainment, silliness, and fun.My second is a place one's dog can go for a run.My whole provides mechanical exhilaration. What am I?",asparagus,roller coasters,broccoli,amusement park,3
"""What does the second ""S"" in ""SYS"" mean?""",quickly,tomorrow,asap,soon,3
"""What does the second ""S"" in ""SYS"" mean?""",soon,quickly,tomorrow,just,0
You get embarrassed when you stand on me when everybody is watching. Women don't like to talk about the number they see on me. Everyone stands on me when nobody is around. What am I?,yardstick,scale,ratio,gravity,1
You get embarrassed when you stand on me when everybody is watching. Women don't like to talk about the number they see on me. Everyone stands on me when nobody is around. What am I?,depth,scale,yardstick,ratio,1
"My voice is tender, my waist is slender and I'm often invited to play. Yet wherever I go I must take my bow or else I have nothing to say. What am I?",violin,saxophone,piano,guitar,0
"My voice is tender, my waist is slender and I'm often invited to play. Yet wherever I go I must take my bow or else I have nothing to say. What am I?",violin,clarinet,saxophone,piano,0
"Walking around in the hot sun, I taste good when you're having fun. You often find me at a fair; Watch me, I'm too good to share!  When you are hot, I keep you cool. I'm in a cone so you .may eat me by a pool. I am made of ice; I come in many flavors that are nice. And though it may seem, My name does not include cream.",icecream,oxygen,lemonade,snow cone,3
"Walking around in the hot sun, I taste good when you're having fun. You often find me at a fair; Watch me, I'm too good to share!  When you are hot, I keep you cool. I'm in a cone so you .may eat me by a pool. I am made of ice; I come in many flavors that are nice. And though it may seem, My name does not include cream.",lemonade,icecream,snow cone,Hydrogen peroxide,2
"Gobble it down fast, or nibble or gnaw, There is a vegetable we mostly eat raw. It can't be pickled or made into jam. You can't fry it up to go with your ham. You can't dry it out or powder it a bit.And freezing or canning will not be a hit. Some cooks might grill or stir-fry or use a soup pot, But eating it hot is something that's not done a lot. Such creative cuisine of everyday food leaves me in awe, Since everyday, most of us routinely, just eat it raw. What vegetable is this?",lettuce,sandwich,veggies,fries,0
"Gobble it down fast, or nibble or gnaw, There is a vegetable we mostly eat raw. It can't be pickled or made into jam. You can't fry it up to go with your ham. You can't dry it out or powder it a bit.And freezing or canning will not be a hit. Some cooks might grill or stir-fry or use a soup pot, But eating it hot is something that's not done a lot. Such creative cuisine of everyday food leaves me in awe, Since everyday, most of us routinely, just eat it raw. What vegetable is this?",lettuce,cheese,veggies,sandwich,0
"I come off a beautiful creature, which soars in the sky. I come off a peckish creature, which has a tail as mighty as the sun! I am sometimes dirty, and parents beg you not to pick me up. What am I?",twig,bird,feather,yeast,2
"I come off a beautiful creature, which soars in the sky. I come off a peckish creature, which has a tail as mighty as the sun! I am sometimes dirty, and parents beg you not to pick me up. What am I?",yeast,twig,Evaporated milk,feather,3
How many tickles do you need to make an octopus laugh?,tendrils,fangs,five,tentacles,3
How many tickles do you need to make an octopus laugh?,tendrils,tentacles,forty,fangs,1
"Before I came, the world was darker, that's true. But beware, I can also kill you. What am I?",solar energy,oxygen,hydrogen,electricity,3
"Before I came, the world was darker, that's true. But beware, I can also kill you. What am I?",electricity,hydrogen,electronics,solar energy,0
"I might be in your face, but it could be said that I am learning.",pupil,teacher,sclera,eyeball,0
"I might be in your face, but it could be said that I am learning.",iris,sclera,pupil,teacher,2
"I have one ear, but cannot hear. I have golden hair but no head. What am I?",giraffe,leprechaun,potatoes,corn,3
"I have one ear, but cannot hear. I have golden hair but no head. What am I?",leprechaun,corn,tomatoes,potatoes,1
What is given but kept by the giver?,birth,womb,anniversary,Christmas,0
What is given but kept by the giver?,Christmas,conception,womb,birth,3
"I'm in front of you, yet you can't see me. I was there when you were born and I'm with you right now. Everyday you run into me, yet I don't flinch. I'm unpredictable, none can control me.  What am I.",future,Buddha,hiphop,past,0
"I'm in front of you, yet you can't see me. I was there when you were born and I'm with you right now. Everyday you run into me, yet I don't flinch. I'm unpredictable, none can control me.  What am I.",past,Buddha,future,back,2
"My first is a ride; my second may make you caper. My whole comes from a word that means ""big paper"". I may teach, explain, entertain, or inflame; I sometimes amuse, satirize, deride, or cast blame. What am I?",movie,cartoon,Bugs Bunny,animated show,1
"My first is a ride; my second may make you caper. My whole comes from a word that means ""big paper"". I may teach, explain, entertain, or inflame; I sometimes amuse, satirize, deride, or cast blame. What am I?",live action,animated show,cartoon,movie,2
"what runs, but has no legs?",equator,pond,river,lake,2
"what runs, but has no legs?",ocean,pond,lake,river,3
"I am heard before I am seen. Startled and I am alive. I rumble like thunder, yet I pour like rain. I am felt before I arrive; stand with me and you won't survive. What am I?",hippo,roar,raptor,stampede,3
"I am heard before I am seen. Startled and I am alive. I rumble like thunder, yet I pour like rain. I am felt before I arrive; stand with me and you won't survive. What am I?",elephant,hippo,roar,stampede,3
"Who hunts in a crowd, who hides in plain sight, who do you trust even though you don't know him?",cop,taxi driver,passenger,equator,1
"Who hunts in a crowd, who hides in plain sight, who do you trust even though you don't know him?",taxi driver,cop,equator,ocean,0
