,question,choice_list,choice_order
2066,"There were three men swimming in the sea. When the coastguard called them into the beach, only two of the men had wet hair. Why?","['The third man was wearing a swimming cap.', 'The third man had just dried his hair before coming out of the water.', 'The third man had a waterproof hair product on his head.', 'The third man was bald.']",[3]
2067,"A crime was committed in the middle of a forest, which left the police stumped. Who did it?","['A squirrel', 'Probably a tree', 'A bear', 'A hiker']",[1]
2068,Two chickens were found dead on the farm. What does the detective suspect?,"['Natural causes', 'Accidental poisoning', 'Animal attack', 'Fowl play!']",[3]
2069,Why did a woman call the police over a man who knocked on her door and claimed that he thought the room was his?,"['The woman called the police because she was scared of the man.', ""If it was his room, he wouldn't have knocked."", 'The woman called the police because she thought the man was a burglar.', 'The woman called the police because she believed the man was trespassing.']",[1]
2070,Why was the detective's wife furious when he arrived home at 9:30 when he said he'd arrive home at 9:30?,"['Because he brought home the wrong groceries', 'Because he arrived home late', 'Because he forgot to call her', 'Because she thought it would be 9:30 PM, and he turned up at 9:30 AM!']",[3]
2071,A killer told a detective that he would commit his next crime in the only place in Paris where you couldn't see the Eiffel Tower. How did the detective end up catching him?,"['The criminal was hiding in the Eiffel Tower itself.', 'The detective found the killer in the Louvre Museum.', 'The detective discovered the killer in the Catacombs of Paris.', 'The detective apprehended the killer at the Notre-Dame Cathedral.']",[0]
2072,A truck driver is going down a one-way street in the wrong direction. A police car drives past him but doesn't stop him. Why?,"[""The police car didn't notice the truck driver."", 'The police car was on a different street.', 'The truck driver was not breaking any traffic laws.', ""Because he isn't driving down the street - he's walking.""]",[3]
2073,"Every day, a woman was seen crossing the border carrying bags of sand on a bicycle. After some time, the border police become suspicious and stop her, but found she only had sand on her, so they let her go. Years later, they get a mysterious invitation for a party at a large villa. The owner comes out to greet them, it is the woman that has been crossing for years! How did this happen?","['She disguised the bicycles as bags of sand.', 'She used a teleportation device', 'She had a secret tunnel under the border', 'She was smuggling bicycles.']",[3]
2074,"A woman calls up the police to say that her grandmother's ring had been stolen. When they visit her house, they see broken glass on the lawn and dirty footprints. They arrest the woman. Why?","[""The woman's fingerprints were found on the broken glass."", 'The woman was the only one present at the house when the police arrived.', 'If someone had broken into the house, they would have left broken glass inside the house - the window was broken from the inside.', 'The woman had a history of stealing valuable items.']",[2]
2075,"A man entered his house and was about to hang up his coat when he heard his wife shout;""No John! Don't do it!""There was a shot and he could hear his wife fall down. When he entered the kitchen he saw his wife and the gun lying on the floor. There was a police officer, a doctor, and a lawyer standing next to her. Peter immediately knew that the police officer had shot her.But how did he come to know?","['he police officer was the only one with a weapon', 'he police officer had a guilty expression on his face', 'he police officer was holding the gun', 'The police officer has a name on his badge.']",[3]
2076,"A couple went on for a climbing trip. But only the husband returned from the vacation and said that his wife slipped off while climbing and died. On investigating, the local sheriff arrested him saying, 'Your travel agent called. You murdered your wife.'The man did not inform anyone about the trip. Then how did the agent was so sure that it is a murder?","['he travel agent overheard the man discussing his plans to kill his wife', 'The man bought only a one-way ticket for his wife whereas he bought a two-way ticket for himself. It means that he was sure that he will be returning alone.', ""he man had a history of violence and had previously threatened his wife's life"", ""he man's wife had recently taken out a large life insurance policy, making the travel agent suspicious""]",[1]
2077,"A young boy went to a Catholic school. During school, he started goofing around, so the teacher called him out and sent him to the Pastor. Since this was a traditional school the boy would be spanked, but the Pastor believed in giving people a chance.He said, ""If you can ask me a question about something you learned and I don't know the answer on the spot you will go free.""The boy may have been lazy, but he was very witty. He asked, ""What is it that you can see and I can see, usually every day, but God cannot see."" The Pastor stood there, stumped. He couldn't figure it out because he strongly believed that God sees and knows all, and that there is only one God. The boy smiled and told him.What was it?","['His own reflection! We see our reflections in mirrors every day, but since God is not physical, he cannot see his own reflection.', 'His own future! We can see and plan for our own future, but God, being outside of time, already knows the future and cannot see it like we can.', 'His own equal! We see our equals everyday, but since there is one God, he cannot see someone equal to himself.', 'His own thoughts! We can see and know our own thoughts, but God, being all-knowing, already knows everything including his own thoughts.']",[2]
2078,Once there was an evil wizard. He took 3 women from their homes and turned them into rose bushes that looked exactly alike. He then put them in his garden.One of the women had a husband and children and begged the wizard to let her see them. He agreed. At night he brought the woman to her house. In the morning he came and took her home.The next day the husband decided to go rescue her. So he snuck into the wizard's garden. He looked and looked at the 3 identical rose bushes trying to figure out which could be his wife. Suddenly he knew the answer and he took his wife home. How did he know which rose bush was his wife?,"['The husband recognized his wife because she had a small marking on one of her petals.', 'The husband recognized his wife because she was the tallest rose bush.', 'The husband recognized his wife because she had a different scent than the other rose bushes.', 'The wizard brought the rosebush to her home at night and returned her to the garden in the morning. Therefore, she was the only plant without dew.']",[3]
2079,"A wealthy man lives alone in a small cottage. Being partially handicapped, he had everything delivered to his cottage.The mailman was delivering a letter one Thursday when he noticed that the front door was ajar. Through the opening, he could see the man's body lying in a pool of dried blood.When a police officer arrived he surveyed the scene. On the porch were two bottles of warm milk, Monday's newspaper, a catalog, flyers, and unopened mail.The police officer suspects it was foul play. Who does he suspect and why?","['The mailman', ""The wealthy man's neighbor"", 'The catalog delivery person', ""The police officer suspects the newspaper delivery person. The absence of Tuesday's and Wednesday's newspaper indicates that the delivery person knew there was no one there to read it.""]",[3]
2080,"A dead body is found at the bottom of a multistory building. Seeing the position of the body, it is evident that the person jumped from one of the floors, committing suicide.A homicide detective is called to look after the case. He goes to the first floor and walks into the room facing the direction in which the body was found.He opens the window in that direction and flips a coin towards the floor. Then he goes to the second floor and repeats the process. He keeps on doing this until he reaches the last floor. Then, when he climbs down he tells the team that it is a murder, not suicide.How did he come to know that it was a murder?","[""The detective discovered a suicide note in the victim's handwriting, but upon further examination, it was determined to be a forgery. This led the detective to believe that someone had staged the scene to look like a suicide."", 'The detective found fingerprints on the windowsill of the room where the body was found, suggesting that someone had touched the window after the person jumped.', 'None of the windows were left open. If the person jumped, who closed the window?', 'The detective noticed that there were no signs of forced entry or struggle on any of the floors, indicating that someone must have let the murderer into the building.']",[2]
2081,"Dave and Brad, two popular politicians, met at a club to discuss the overthrow of their party leader. They each ordered a vodka on the rocks. Brad downed his and ordered another. He then drank his second in a gulp and decided to wait before he ordered a third. Meanwhile, Dave, who was sipping his drink, suddenly fell forward dead. Both men were set up for assassination. Why did Dave die and Brad live?","['Dave died because he accidentally ingested a different poisonous substance earlier in the day.', 'Dave died because he had an allergic reaction to an ingredient in his drink.', ""Both Dave and Brad were given drinks with poisoned ice cubes. Brad drank his drinks so quickly that the ice didn't have time to melt and release the poison."", 'Dave died because he had a pre-existing medical condition that caused him to have a sudden heart attack.']",[2]
2082,"A man is found murdered on a Sunday morning. His wife calls the police, who question the wife and the staff, and are given the following alibis: the wife says she was sleeping, the butler was cleaning the closet, the gardener was picking vegetables, the maid was getting the mail, and the cook was preparing breakfast.Immediately, the police arrest the murderer. Who did it and how did the police know?","['he gardener. He could have used a gardening tool to commit the murder', 'The maid. There is no mail on Sundays.', 'he butler. He could have used the cleaning supplies as a weapon', 'he wife. She was the only one who had the opportunity to be near the victim']",[1]
2083,"A man owned a casino and invited some friends.It was a dark stormy night, and they all placed their money on the table right before the lights went out.When the lights came back on, the money was gone.The owner put a rooster in an old rusty tea kettle.He told everyone to get in line and touch the kettle after he turned the lights off, and the rooster will crow when the robber touched it.After everyone touched it, the rooster didn't crow, so the man told everyone to hold out their hands.After examining all the hands, he pointed out who the robber was.How did he know who stole the money?","[""Because the tea kettle was rusty, whoever touched it would have rust on their hands. The robber didn't touch the kettle, therefore he was the only one whose hands weren't rusty."", 'The robber confessed to stealing the money', 'The owner saw the robber stealing the money', 'The rooster crowed when the robber touched the kettle']",[0]
2084,"One day, the police found a man dead inside a hut. In his left hand, he's holding a gun. In his right hand, he has a recording. When the recording is played, the police hear the man talking about how horrible life is and how he wants it to end. The recording ends with a gunshot. The police are about to call it a suicide until you point out a very important clue. What is it?","['The man had a history of mental illness and had previously attempted suicide, making it more likely that he took his own life.', ""The recording played a gunshot inside it. If the man committed suicide, he wouldn't have been able to stop the recording after he pulled the trigger."", 'There were no signs of forced entry or struggle in the hut, indicating that the man was alone and willingly ended his life.', 'The man was left-handed, so it would be impossible for him to hold the gun in his left hand and shoot himself.']",[1]
2085,What month are trees scared of?,"['""Dec-ember""', '""Nov-ember"" ', '""Oct-ober""', 'Sep-timber.']",[3]
2086,Who walks little pumpkins across the road to school?,"['The school bus driver', 'The pumpkin farmer', 'The crossing gourd.', 'The scarecrow']",[2]
2087,What did the ocean say to the ship's captain?,"['""Prepare for a storm""', 'Nothing, it just waved.', '""I\'m ready to set sail""', '""Smooth sailing ahead""']",[1]
2088,What does a tree do when it gets homesick?,"['It calls its friends', 'It leaves.', 'It cries', 'It grows taller']",[1]
2089,When do the leaves begin to turn?,"['The first day of spring', 'The night before a test.', 'The first day of summer', 'The first day of winter']",[1]
2090,"I produce moisture and oxygen into the air.When it gets cold, I change colors.When it freezes, I fall down, even if it's not slippery.What am I?","['A waterfall', 'A cloud', 'A flower', 'A leaf.']",[3]
2091,How can you tell a dogwood tree apart from other trees?,"['By its bark.', 'By its flowers', 'By its leaves', 'By its height']",[0]
2092,"I make ash, but I'm not a bonfire.I can expel rocks, but I'm not a slingshot.I can be a mountain, but I'm not in the Himalayas.I have a crater, but I'm not the Moon.I erupt, but I don't have a bad temper.What am I?","['A volcano.', 'A campfire', 'A catapult', 'Mount Everest']",[0]
2093,"If fruit comes from a fruit tree, where does chicken come from?","['A fish-tree', 'A poul-tree.', 'A cow-tree', 'A vegetable-tree']",[1]
2094,Bright pearls were scattered on a black cloth.What are they?,"['The sky and the stars.', 'Diamonds', 'Snowflakes', 'Grapes']",[0]
2095,"We're very large though we seem small,We float on high and never fall,We shine like jewels in the night,But in the day concealed from sight.What are we?","['Clouds', 'Planets', 'Stars.', 'Moons']",[2]
2096,I saw a restless shepherd travelingBack and forth on his path.He garbs himself in that which goesIn the same and in an opposite direction.He goes hither and thither among creatures.What is it?,"['A river', 'The moon', 'The sun.', 'The wind']",[2]
2097,"Two little golden horns sitting on a cloud, They float slowly in the sky,And look very proud.What is it?","['A hot air balloon', 'A unicorn', 'A young moon.', 'A pair of sunglasses']",[2]
2098,"Hick-a-more, Hack-a-more, On the kitchen floor;All the horses, all the men,Couldn't driveHick-a-more, Hack-a-more,Off the kitchen floor.","['Sunshine.', 'Raindrop', 'Moonlight', 'Starlight']",[0]
2099,What falls on the water but never gets wet?,"['A raindrop', 'A leaf', 'A shadow.', 'A feather']",[2]
2100,"What has no hands, no feet, no head, and no body, but can open any door?","['A key', 'A lock', 'A doorknob', 'The wind.']",[3]
2101,"When rain falls, does it ever get up again?","['""No', '""Yes', 'Yes, in dew time.', '""No']",[2]
2102,"White sheep on a blue hill.When the winds stop, they stand still.They walk far away when the winds blow.What are they?","['The mountains', 'The birds', 'The trees', 'The clouds.']",[3]
2103,"I gently patter on the roof at night. I mutter quietly and lull you to sleep, asking, ""All sleeping? All right!""What am I?","['Thunder', 'Wind', 'Whisper', 'Rain.']",[3]
2104,What man cannot live inside the house?,"['A ghost', 'A tree', 'A snowman.', 'A fish']",[2]
2105,"An old woman sweeps behind the house, but the dust turns up at your doorstep.What is it?","['A broom', 'A gust of wind', 'A vacuum cleaner', 'A blizzard.']",[3]
2106,"Riddle me, riddle me, rin-Ðµ-go, mother gave me some seeds to sow. The seeds were black, the ground was white. If you riddle me that, you'll escape my bite.What are they?","['Pen and paper.', 'Keyboard and screen', 'Typewriter and parchment', 'Pencil and notebook']",[0]
2107,"It is energy and motion, it can fly across the ocean.It can listen and even speak, it can see and even seek.It eats neither fruit nor gruel, it eats energy and fuel.Better say: It doesn't eat; It is transformed into heat.What is it?","['Power', 'Electricity.', 'Current', 'Lightning']",[1]
2108,"The shape of my form will waver and bendBy the things I'm destroying and those I will rend.My color changes from bright red to blue,The power I'm using will dictate my hue.What am I?","['A torch', 'A flame.', 'A bonfire', 'A candle']",[1]
2109,"A house full, a hole full, but you can never gather a bowl full.What is it?","['Sand', 'Air', 'Water', 'Smoke or fog.']",[3]
2110,"I'm so weak that a little wind can move me.I'm so strong that when you cut me with a knife, it leaves no track.What is it?","['Water.', 'Feather', 'Air', 'Cloud']",[0]
2111,"What is it that anyone can divide, but no one can see where it is divided?","['Light', 'Time', 'Water.', 'Air']",[2]
2112,"As I was going o'er London Bridge, I heard something crack. Not a man in all England can mend that!What is it?","['Mirror', 'Bone', 'Glass', 'Ice.']",[3]
2113,"My step is slow, and I breathe snow.To the ground, I bring death.My marching brings an end to me,I'm slain by the sun or engulfed by the sea.What am I?","['Iceberg', 'Frostbite', 'Avalanche', 'A glacier.']",[3]
2114,"I am all that you see, yet I'm nothing at all, and from you, I will flee.Formed of deception, I will twist your perception.Wherever I'm rising, I warp the horizon.What am I?","['A phantasm', 'A mirage.', 'A hallucination', 'An illusion']",[1]
2115,"If you like being in nature and want to camp overnight, you can sleep in one of these.What is it?","['Hammock', 'A tent.', 'Cabin', 'Sleeping bag']",[1]
2116,"There is a common plantThat's like something in the sky.It is bright yellow,And grows to be 10 feet high.What is it?","['A sunflower.', 'A daisy', 'A dandelion', 'A marigold']",[0]
2117,"I bloom in yellow-golden,With fluffy little chicks.From the cold, I turn barren.What am I?","['Tulip', 'Mimosa.', 'Sunflower', 'Daffodil']",[1]
2118,"Colorful flowersBloomed in the garden,Beautiful colorsBut autumn is coming.What flowers are they?","['Sunflower', 'Astra.', 'Tulip', 'Rose']",[1]
2119,What tree grieves the most?,"['The sorrowful pine', 'The sad oak', 'The weeping willow.', 'The mourning maple']",[2]
2120,What animal can jump higher than a tree?,"['Kangaroo', ""All of them! Trees can't jump."", 'Squirrel', 'Giraffe']",[1]
2121,"A house with two residents - sometimes one, seldom three.Crack the walls, eat the dwellers, then throw it away.What is it?","['A bag with almonds', 'A box with cashews', 'A pod with peanuts.', 'A shell with pistachios']",[2]
2122,I have lots of bark but no bite. What am I?,"['A fence', 'A dog', 'A squirrel', 'A tree.']",[3]
2123,"I am a plant you use in food, and my name consists of 5 letters.Remove the first letter of my name, and you'll get a form of energy.Get rid of two, and you'll get something necessary for life.Scramble together the last 3 letters, and you can drink it.What am I?","['Corn', 'Rice', 'Wheat.', 'Barley']",[2]
2124,"I am a small seed, and there are three letters in my name.Take away two letters, and I still sound the same.What am I?","['A pea.', 'A key', 'A tea', 'A bee']",[0]
2125,"The moon is my mother, The sea is my dad.I have a million brothers.When I reach land, I'm dead.What am I?","['A fish', 'A seagull', 'A cloud', 'A wave.']",[3]
2126,"There's a bridge in a hollowAnd a hundred cross itNo mason, no blacksmith, nor carpenter built it.What is it?","['A wooden plank', 'A stone path', 'A rope bridge', 'A frozen river.']",[3]
2127,"You will find me in the mountains, and you'll find me in a creek.I have no mouth, but I speak every tongue.I have no ears, yet I answer every cry, and I always have the final word.What am I?","['An echo.', 'A wind', 'A cave', 'A waterfall']",[0]
2128,We are the pearls of night stolen in the light of day.What are we?,"['Starlight', 'Sunrays', 'Dewdrops.', 'Moonbeams']",[2]
2129,"I can run but never walk,Have a mouth but never talk,Have a head but never weep,Have a bed but never sleep.What am I?","['A road', 'A cloud', 'A tree', 'A river.']",[3]
2130,"A thousand colored folds stretch toward the sky,Atop a tender strand,Rising from the land,'Til killed by maiden's hand.Perhaps, as a token of love.Perhaps, to say goodbye.What is it?","['A flower.', 'A tree', 'A cloud', 'A bird']",[0]
2131,"My love, when I gaze on thy beautiful face,Careering along, yet always in place -The thought has often come into my mindIf I ever shall see thy glorious behind.","['The ocean', 'The moon.', 'The sun', 'The stars']",[1]
2132,"Walks in the wind but stands where there's moist,Counts time, stops clocks,Swallows kingdoms, gnaws rocks.What is it?","['Pebble', 'Sand.', 'Dust', 'Gravel']",[1]
2133,"What has roots that nobody sees,Is taller than trees,Up, up it goes,And yet never grows?","['A flagpole', 'A hot air balloon', 'A skyscraper', 'A mountain.']",[3]
2134,What falls but never breaks?,"['Rain', 'Dusk.', 'Shadow', 'Feather ']",[1]
2135,"What is thick but thin as a puff,What is short but tall as a bluff,What brings peace and calms the sea,What dazzles the eyes of you and me?","['A rainbow.', 'A cloud', 'A waterfall', 'A mirror']",[0]
2136,"I'm gentle enough to soothe your skin,Light enough to fly through the sky,Strong enough to crack rocks.What am I?","['Feather', 'Air', 'Water.', 'Hammer']",[2]
2137,"I can fly but have no wings,I can cry but have no eyes,Wherever I go, darkness follows me.What am I?","['A cloud.', 'A bird', 'A shadow', 'A tear']",[0]
2138,What month are trees scared of?,"['""Nov-ember"" ', 'Sep-timber.', '""Dec-ember""', '""Oct-ober""']",[1]
2139,Who walks little pumpkins across the road to school?,"['The pumpkin farmer', 'The scarecrow', 'The crossing gourd.', 'The school bus driver']",[2]
2140,What did the ocean say to the ship's captain?,"['Nothing, it just waved.', '""I\'m feeling a bit salty today""', '""Smooth sailing ahead""', '""You\'re in deep water now""']",[0]
2141,What does a tree do when it gets homesick?,"['It grows taller', 'It calls its friends', 'It cries', 'It leaves.']",[3]
2142,When do the leaves begin to turn?,"['The first day of spring', 'The first day of summer', 'The first day of winter', 'The night before a test.']",[3]
2143,"I produce moisture and oxygen into the air.When it gets cold, I change colors.When it freezes, I fall down, even if it's not slippery.What am I?","['A leaf.', 'A waterfall', 'A flower', 'A cloud']",[0]
2144,How can you tell a dogwood tree apart from other trees?,"['By its height', 'By its bark.', 'By its flowers', 'By its leaves']",[1]
2145,"I make ash, but I'm not a bonfire.I can expel rocks, but I'm not a slingshot.I can be a mountain, but I'm not in the Himalayas.I have a crater, but I'm not the Moon.I erupt, but I don't have a bad temper.What am I?","['A catapult', 'Mount Everest', 'A campfire', 'A volcano.']",[3]
2146,"If fruit comes from a fruit tree, where does chicken come from?","['A fish-tree', 'A cow-tree', 'A vegetable-tree', 'A poul-tree.']",[3]
2147,Bright pearls were scattered on a black cloth.What are they?,"['Diamonds', 'The sky and the stars.', 'Snowflakes', 'Grapes']",[1]
2148,"We're very large though we seem small,We float on high and never fall,We shine like jewels in the night,But in the day concealed from sight.What are we?","['Stars.', 'Planets', 'Clouds', 'Moons']",[0]
2149,I saw a restless shepherd travelingBack and forth on his path.He garbs himself in that which goesIn the same and in an opposite direction.He goes hither and thither among creatures.What is it?,"['The moon', 'The sun.', 'A river', 'The wind']",[1]
2150,"Two little golden horns sitting on a cloud, They float slowly in the sky,And look very proud.What is it?","['A hot air balloon', 'A young moon.', 'A pair of sunglasses', 'A unicorn']",[1]
2151,"Hick-a-more, Hack-a-more, On the kitchen floor;All the horses, all the men,Couldn't driveHick-a-more, Hack-a-more,Off the kitchen floor.","['Sunshine.', 'Moonlight', 'Starlight', 'Raindrop']",[0]
2152,What falls on the water but never gets wet?,"['A feather', 'A leaf', 'A raindrop', 'A shadow.']",[3]
2153,"What has no hands, no feet, no head, and no body, but can open any door?","['A key', 'A doorknob', 'The wind.', 'A lock']",[2]
2154,"When rain falls, does it ever get up again?","['""No', 'Yes, in dew time.', '""No', '""Yes']",[1]
2155,"White sheep on a blue hill.When the winds stop, they stand still.They walk far away when the winds blow.What are they?","['The trees', 'The clouds.', 'The birds', 'The mountains']",[1]
2156,"I gently patter on the roof at night. I mutter quietly and lull you to sleep, asking, ""All sleeping? All right!""What am I?","['Wind', 'Rain.', 'Snow', 'Thunder']",[1]
2157,"An old woman sweeps behind the house, but the dust turns up at your doorstep.What is it?","['A gust of wind', 'A blizzard.', 'A broom', 'A vacuum cleaner']",[1]
2158,"Riddle me, riddle me, rin-Ðµ-go, mother gave me some seeds to sow. The seeds were black, the ground was white. If you riddle me that, you'll escape my bite.What are they?","['Typewriter and parchment', 'Keyboard and screen', 'Pencil and notebook', 'Pen and paper.']",[3]
2159,"It is energy and motion, it can fly across the ocean.It can listen and even speak, it can see and even seek.It eats neither fruit nor gruel, it eats energy and fuel.Better say: It doesn't eat; It is transformed into heat.What is it?","['Current', 'Power', 'Electricity.', 'Lightning']",[2]
2160,"The shape of my form will waver and bendBy the things I'm destroying and those I will rend.My color changes from bright red to blue,The power I'm using will dictate my hue.What am I?","['A candle', 'A torch', 'A flame.', 'A bonfire']",[2]
2161,"A house full, a hole full, but you can never gather a bowl full.What is it?","['Sand', 'Water', 'Smoke or fog.', 'Air']",[2]
2162,"I'm so weak that a little wind can move me.I'm so strong that when you cut me with a knife, it leaves no track.What is it?","['Water.', 'Smoke', 'Feather', 'Air']",[0]
2163,"What is it that anyone can divide, but no one can see where it is divided?","['Light', 'Air', 'Time', 'Water.']",[3]
2164,"As I was going o'er London Bridge, I heard something crack. Not a man in all England can mend that!What is it?","['Bone', 'Glass', 'Ice.', 'Mirror']",[2]
2165,"My step is slow, and I breathe snow.To the ground, I bring death.My marching brings an end to me,I'm slain by the sun or engulfed by the sea.What am I?","['A glacier.', 'Iceberg', 'Avalanche', 'Frostbite']",[0]
2166,"I am all that you see, yet I'm nothing at all, and from you, I will flee.Formed of deception, I will twist your perception.Wherever I'm rising, I warp the horizon.What am I?","['A phantasm', 'An illusion', 'A mirage.', 'A hallucination']",[2]
2167,"If you like being in nature and want to camp overnight, you can sleep in one of these.What is it?","['Cabin', 'Sleeping bag', 'Hammock', 'A tent.']",[3]
2168,"There is a common plantThat's like something in the sky.It is bright yellow,And grows to be 10 feet high.What is it?","['A daisy', 'A marigold', 'A sunflower.', 'A dandelion']",[2]
2169,"I bloom in yellow-golden,With fluffy little chicks.From the cold, I turn barren.What am I?","['Sunflower', 'Mimosa.', 'Daffodil', 'Tulip']",[1]
2170,"Colorful flowersBloomed in the garden,Beautiful colorsBut autumn is coming.What flowers are they?","['Astra.', 'Rose', 'Sunflower', 'Tulip']",[0]
2171,What tree grieves the most?,"['The sorrowful pine', 'The mourning maple', 'The sad oak', 'The weeping willow.']",[3]
2172,What animal can jump higher than a tree?,"['Kangaroo', 'Squirrel', 'Giraffe', ""All of them! Trees can't jump.""]",[3]
2173,"A house with two residents - sometimes one, seldom three.Crack the walls, eat the dwellers, then throw it away.What is it?","['A pod with peanuts.', 'A termite infestation', 'A nutcracker', 'A demolition crew']",[0]
2174,I have lots of bark but no bite. What am I?,"['A tree.', 'A fence', 'A squirrel', 'A dog']",[0]
2175,"I am a plant you use in food, and my name consists of 5 letters.Remove the first letter of my name, and you'll get a form of energy.Get rid of two, and you'll get something necessary for life.Scramble together the last 3 letters, and you can drink it.What am I?","['Rice', 'Barley', 'Wheat.', 'Corn']",[2]
2176,"I am a small seed, and there are three letters in my name.Take away two letters, and I still sound the same.What am I?","['A key', 'A bee', 'A pea.', 'A tea']",[2]
2177,"The moon is my mother, The sea is my dad.I have a million brothers.When I reach land, I'm dead.What am I?","['A fish', 'A boat', 'A cloud', 'A wave.']",[3]
2178,"There's a bridge in a hollowAnd a hundred cross itNo mason, no blacksmith, nor carpenter built it.What is it?","['A frozen river.', 'A stone path', 'A wooden plank', 'A rope bridge']",[0]
2179,"You will find me in the mountains, and you'll find me in a creek.I have no mouth, but I speak every tongue.I have no ears, yet I answer every cry, and I always have the final word.What am I?","['A cave', 'A wind', 'A waterfall', 'An echo.']",[3]
2180,We are the pearls of night stolen in the light of day.What are we?,"['Starlight', 'Moonbeams', 'Dewdrops.', 'Sunrays']",[2]
2181,"I can run but never walk,Have a mouth but never talk,Have a head but never weep,Have a bed but never sleep.What am I?","['A road', 'A cloud', 'A river.', 'A tree']",[2]
2182,"A thousand colored folds stretch toward the sky,Atop a tender strand,Rising from the land,'Til killed by maiden's hand.Perhaps, as a token of love.Perhaps, to say goodbye.What is it?","['A flower.', 'A bird', 'A cloud', 'A tree']",[0]
2183,"Walks in the wind but stands where there's moist,Counts time, stops clocks,Swallows kingdoms, gnaws rocks.What is it?","['Gravel', 'Pebble', 'Sand.', 'Dust']",[2]
2184,"What has roots that nobody sees,Is taller than trees,Up, up it goes,And yet never grows?","['A flagpole', 'A skyscraper', 'A rocket', 'A mountain.']",[3]
2185,What falls but never breaks?,"['Shadow', 'Rain', 'Dusk.', 'Feather ']",[2]
2186,"What is thick but thin as a puff,What is short but tall as a bluff,What brings peace and calms the sea,What dazzles the eyes of you and me?","['A rainbow.', 'A mirror', 'A cloud', 'A waterfall']",[0]
2187,"I'm gentle enough to soothe your skin,Light enough to fly through the sky,Strong enough to crack rocks.What am I?","['Air', 'Hammer', 'Water.', 'Feather']",[2]
2188,"I can fly but have no wings,I can cry but have no eyes,Wherever I go, darkness follows me.What am I?","['A shadow', 'A bird', 'A cloud.', 'A tear']",[2]
2189,What did the bat say to his date?,"['""I\'m batty for you.""', '""Let\'s fly away together.""', '""You are fun to hang out with.""', '""You\'re a real night owl.""']",[2]
2190,"I come in a box and melt in your hands, I'm a Valentine's day gift that's widely loved.What Am I?","['Chocolate.', 'Jewelry', 'Teddy bear', 'Flowers']",[0]
2191,What did the walnut say as he was proposing to the almond?,"['""I\'m going nuts over you.""', '""I am nuts about you.""', '""You\'re the nut for me.""', '""You drive me nutty.""']",[1]
2192,Lipsticks come in this colorAnd some ladybugs as well.And on Valentine's DayThis color roses many shops sell.What color is it?,"['Pink', 'Red.', 'Purple', 'White']",[1]
2193,"I have wings, but I'm no bird.I have a bow and arrow, but I'm not Robin Hood.I'm a Roman god, but I'm not Jupiter.I look like a toddler, but I need no diaper.My image expresses love, but I'm not a heart.Who am I?","['Hermes', 'Eros', 'Cupid.', 'Aphrodite ']",[2]
2194,"Balloons and cards, and bearsUse this red shape to sayThat I love you so muchEvery Valentine's Day.What is it?","['A heart.', 'A love letter', 'A box of chocolates', 'A flower']",[0]
2195,Where does Easter come before Valentine's Day?,"['""In the holiday season.""', '""In the calendar.""', 'In the dictionary.', '""In the alphabet.""']",[2]
2196,"I come in many shades: red, pink, yellow, orange, or white; but I'm not a crayon.I'm fragrant, but I'm not perfume.People put me in water, but I'm not dirty laundry.I have a stem, but I'm not a wine glass.People gift me on Valentine's day, but I'm not a stuffed animal.What am I?","['A daisy', 'A rose.', 'A tulip', 'A sunflower']",[1]
2197,What did one train say to his sweetheart on Valentine's day?,"['""You\'re my locomotive love!""', '""You\'re on the right track!""', 'I choo-choo-choose you!', '""I rail-y like you!""']",[2]
2198,What did the octopus say to his crush on Valentine's day?,"['""I\'m ink-love with you', '""I\'m tentacled by your beauty', 'I would like to hold your hand, hand, hand, hand, hand, hand, hand, hand.', '""You octopi my thoughts']",[2]
2199,"Skunks never skip Valentine's Day, but why?","['""They have a secret admirer.""', 'They are rather scent-imental.', '""They are allergic to flowers.""', '""They enjoy the smell of roses.""']",[1]
2200,How did the pickle confess his love to his valentine?,"['""He said', '""He said', 'He said, ""you mean a great dill to me.""', '""He said']",[2]
2201,What did one lightbulb say to the other lightbulb on Valentine's day?,"['""You light up my life.""', '""I\'m electrified by you.""', 'I love you watts and watts.', '""You\'re the brightest thing in my world.""']",[2]
2202,What do you call a rather small Valentine?,"['A tinyval', 'A sweetheart', 'A lovebug', 'A valentiny.']",[3]
2203,What did the chocolate sauce confess to the ice cream?,"[""I'm sweet on you."", '""I\'m cold-hearted.""', '""I\'m melting for you.""', '""I\'m nuts about you.""']",[0]
2204,What did the envelope say to the stamp on Valentine's Day?,"['""We\'re sealed with love.""', ""I'm stuck on you."", '""You\'re the postage to my heart.""', '""You\'re my mail attraction.""']",[1]
2205,"A truck driver and a doctor fell in love with the same woman. The truck driver had to go on a weekend trip. Before leaving, he gave the woman 2 apples. Why?","['The truck driver gave the woman 2 apples as a gesture of goodwill, to provide her with a healthy snack during his absence.', 'The truck driver gave the woman 2 apples as a symbol of his affection and to show that he cares about her health.', 'Because an apple a day keeps the doctor away!', 'The truck driver gave the woman 2 apples as a parting gift, to remind her of him while he is away.']",[2]
2206,"Artichokes are considered to be the most loving vegetable, but why?","['""They are red.""', 'They have hearts.', '""They are shaped like hearts.""', '""They are often given as gifts on Valentine\'s Day.""']",[1]
2207,One of Santa's reindeer also works on Valentine's Day? Which one?,"['Prancer', 'Vixen', 'Dasher', 'Cupid.']",[3]
