riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"""What question are you asking if you ask ""RU4Realz""?""",honestly,duh,that,really,3
"I can never be stolen from you. I am owned by everyone. Some have more, some have less. What am I?",understanding,knowledge,expertise,bird,1
"I can never be stolen from you. I am owned by everyone. Some have more, some have less. What am I?",knowledge,reptiles,bird,understanding,0
"Pregnant every time you see her,  yet she never will give birth. What is she?",Full moon,summer solstice,constellations,asteroid,0
"Pregnant every time you see her,  yet she never will give birth. What is she?",summer solstice,constellations,jupiter,Full moon,3
Who is your mother__ only sister__ son__ brother__ aunt__ daughter__ sister__ father?,lamp,spiral staircase,father,dad,2
Who is your mother__ only sister__ son__ brother__ aunt__ daughter__ sister__ father?,dad,brother,father,spiral staircase,2
What fish came first?,crab,shrimp,goldfish,guppies,2
What fish came first?,shrimp,crab,goldfish,betta,2
"No matter what you do, No matter where you go, You need me, And I will be there for you. What am I?",downdraft,dandruff,air,wig,2
"No matter what you do, No matter where you go, You need me, And I will be there for you. What am I?",updraft,downdraft,wig,air,3
"There was a wealthy family named the Smiths who lived in a round house. The house has been in their family for generations. Mrs. Smith decided to take her children and husband on a small vacation. She asked her three most trusted employes to watch her diamonds while they were gone: the cook, the maid and the nanny. When the Smiths got back, Mrs. Smith went to her room to check on her diamonds however she couldn't find them. She gathered the maid, the cook and the nanny and asked who took the diamonds. The cook said he was in the kitchen most of the time and when he wasn't he was watching television. The nanny said she was making the childrens bed and doing their laundry. The maid said she was vacuuming and dusting the corners of the house. Who was the thief?",janitor,bride,babysitter,maid,3
"There was a wealthy family named the Smiths who lived in a round house. The house has been in their family for generations. Mrs. Smith decided to take her children and husband on a small vacation. She asked her three most trusted employes to watch her diamonds while they were gone: the cook, the maid and the nanny. When the Smiths got back, Mrs. Smith went to her room to check on her diamonds however she couldn't find them. She gathered the maid, the cook and the nanny and asked who took the diamonds. The cook said he was in the kitchen most of the time and when he wasn't he was watching television. The nanny said she was making the childrens bed and doing their laundry. The maid said she was vacuuming and dusting the corners of the house. Who was the thief?",waitress,janitor,babysitter,maid,3
"I am an insect, half of my name is another insect. I am similar to the name of a famous band. What am I?",sword,beetle,axe,spider,1
"I am an insect, half of my name is another insect. I am similar to the name of a famous band. What am I?",spider,bird,beetle,sword,2
What goes inside boots and outside shoes?,goalie,foot,ankles,wrist,2
What goes inside boots and outside shoes?,ankles,knees,wrist,goalie,0
What is a cereal's worst fear?,cannibal,Jigsaw,psychopath,cereal killer,3
What is a cereal's worst fear?,cannibal,cereal killer,murderer,Jigsaw,1
"The following riddle is attributed to Aristides A. Messinesi and was originally printed in the January 1904 edition of ""A Posy of Puzzles"". My first is in mouse, but not in rat; My second is in bonnet, but not in hat; My third is in store, and also in rock; My fourth is in hen, but not in cock; My fifth is in rye, but not in rice; My whole is a wood for furniture.",ivory,raven,emerald,ebony,3
"The following riddle is attributed to Aristides A. Messinesi and was originally printed in the January 1904 edition of ""A Posy of Puzzles"". My first is in mouse, but not in rat; My second is in bonnet, but not in hat; My third is in store, and also in rock; My fourth is in hen, but not in cock; My fifth is in rye, but not in rice; My whole is a wood for furniture.",oak,ebony,raven,ivory,1
"The more you blow on me, the hotter I get. What am I?",fire,blood,lightning,flammable,0
"The more you blow on me, the hotter I get. What am I?",blood,fire,flamethrower,lightning,1
What type of drum are you not able to play?,paradox,dichotomy,truth,conundrum,3
What type of drum are you not able to play?,surprise,conundrum,truth,paradox,1
"When people come for me to meet, they come to me with heavy feet. The one I hold, when I get my chance, will turn and spin, and start to dance.",gallows,hangman,guillotine,rope,0
"When people come for me to meet, they come to me with heavy feet. The one I hold, when I get my chance, will turn and spin, and start to dance.",guillotine,noose,hangman,gallows,3
"I can be a reading book.That is a bit like a nook, But I'm also giving birth.To a flame upon the hearth!",flammable,Eink,Kindle,lightning,2
"I can be a reading book.That is a bit like a nook, But I'm also giving birth.To a flame upon the hearth!",Paperwhite,Eink,Kindle,lightning,2
What do you call a fish that loves taking selfies?,immature,selfish,petty,crab,1
What do you call a fish that loves taking selfies?,shrimp,petty,crab,selfish,3
I have 2 hands for only one use. I come In many different shapes. What am I?,lamp,clock,timeout,spiral staircase,1
I have 2 hands for only one use. I come In many different shapes. What am I?,clock,ticking,lamp,spiral staircase,0
What bird can lift the heaviest weight?,crane,forklift,skyscraper,parachute,0
What bird can lift the heaviest weight?,parachute,forklift,helicopter,crane,3
For eight holy days Jewish people around the world celebrate me. What am I?,Thanksgiving,Christmas,Passover,Hanukkah,3
For eight holy days Jewish people around the world celebrate me. What am I?,Christmas,Thanksgiving,Easter,Hanukkah,3
"What has no beginning, end, or middle?",pretzel,sandwich,banana,doughnut,3
"What has no beginning, end, or middle?",pretzel,sandwich,loaf,doughnut,3
These are the bumpy parts of your digits.,palm,finger,fingernail,knuckle,3
These are the bumpy parts of your digits.,knuckle,finger,elbow,palm,0
I am too much for one but not enough for two. Give me to a third and I am gone. What am I?,secrecy,eg,secret,truth,2
I am too much for one but not enough for two. Give me to a third and I am gone. What am I?,surprise,eg,secret,secrecy,2
My first is in horse but not in pony. My second is in coyote but not in jackal. My third is in shrew and also in vole. My fourth is in panda but not in bear. My last is in baboon but not in monkey. What am I?,lion,squirrel,gorilla,hyena,3
My first is in horse but not in pony. My second is in coyote but not in jackal. My third is in shrew and also in vole. My fourth is in panda but not in bear. My last is in baboon but not in monkey. What am I?,gorilla,lion,hippo,hyena,3
What has 88 teeth but never brushes them?,piano,impossible,guitar,violin,0
What has 88 teeth but never brushes them?,guitar,piano,simple,violin,1
"I am on three legs when I rest, and one when I work.  What am I?",wheelbarrow,piston,shovel,carriage,0
"I am on three legs when I rest, and one when I work.  What am I?",forklift,wheelbarrow,carriage,piston,1
"Lynn likes grapes but not potatoes. She likes squash but not lettuce, and she likes peas but not onions. Following the same rule, will she like pumpkins or apples?",pumpkins,strawberries,tomatoes,cherries,0
"Lynn likes grapes but not potatoes. She likes squash but not lettuce, and she likes peas but not onions. Following the same rule, will she like pumpkins or apples?",tomatoes,strawberries,rhubarb,pumpkins,3
"It is where kings, queens, knights and bishops go to war together.",hammer,chess,whetstone,checkers,1
"It is where kings, queens, knights and bishops go to war together.",hammer,poker,checkers,chess,3
It stands upright and can be quite grand. Its secret is not hidden but right at hand. What is it?,impossible,guitar,piano,simple,2
It stands upright and can be quite grand. Its secret is not hidden but right at hand. What is it?,simple,impossible,violin,piano,3
"What has one hand longer than the other, and goes on all day and night?",clock,spiral staircase,lamp,ticking,0
"What has one hand longer than the other, and goes on all day and night?",spiral staircase,clock,lamp,timeout,1
I am rubber you can eat. What am I?,Katy,Marie,peanut butter,jelly,3
I am rubber you can eat. What am I?,cream,Marie,Katy,jelly,3
Turn me to your favourite setting.Then get ready for a wetting. A slight twist can affect my strength.And my tail can vary by length. How might you be refreshed today? I think you might enjoy my spray. By design I am full of holes.I'll help you reach your cleaning goals. But to assist in this pursuit.You must be in your birthday suit. What am I?,faucet,showerhead,shampoo,washer,1
Turn me to your favourite setting.Then get ready for a wetting. A slight twist can affect my strength.And my tail can vary by length. How might you be refreshed today? I think you might enjoy my spray. By design I am full of holes.I'll help you reach your cleaning goals. But to assist in this pursuit.You must be in your birthday suit. What am I?,urinal,showerhead,washer,faucet,1
What Am I?I'm yellow but I'm not a rubber duck. I have seeds but I'm not a sunflower. I'm oval but I'm not an egg. I'm sour but I'm not a piece of candy. I'm a fruit but I'm not a banana,cinnamon,strawberry,lemon,coffee,2
What Am I?I'm yellow but I'm not a rubber duck. I have seeds but I'm not a sunflower. I'm oval but I'm not an egg. I'm sour but I'm not a piece of candy. I'm a fruit but I'm not a banana,coffee,lemon,cucumber,strawberry,1
What can hold a car but can't lift a feather?,basement,driveway,garage,apartment,2
What can hold a car but can't lift a feather?,basement,apartment,garage,house,2
"""What does it mean if something is ""gravy""?""",easy,stupid,fun,impossible,0
"""What does it mean if something is ""gravy""?""",impossible,easy,stupid,simple,1
This is something that is white. In a bathroom it is seen. One outside that doesn't flush. Often gets called a latrine,truth,surprise,urinal,toilet,3
This is something that is white. In a bathroom it is seen. One outside that doesn't flush. Often gets called a latrine,urinal,toilet,loo,surprise,1
"""To ""chill"" means what?""",impossible,relax,simple,calm,1
"""To ""chill"" means what?""",chill,relax,impossible,calm,1
"My face is silent without my hands, What am I?",spiral staircase,timeout,clock,ticking,2
"My face is silent without my hands, What am I?",clock,lamp,timeout,ticking,0
"What's cheaper than gold, yet more valuable.Hard to find, but easy to loose",dad,mom,sky,friend,3
"What's cheaper than gold, yet more valuable.Hard to find, but easy to loose",friend,moon,dad,mom,0
"I have a face, two arms, and two hands, yet I can not move. I count to twelve, yet I can not speak. I can still tell you something everyday.",lamp,timeout,spiral staircase,clock,3
"I have a face, two arms, and two hands, yet I can not move. I count to twelve, yet I can not speak. I can still tell you something everyday.",spiral staircase,ticking,clock,timeout,2
"I have a face, yet no senses. But I don't really care, because time is of the essence.",clock,spiral staircase,lamp,ticking,0
"I have a face, yet no senses. But I don't really care, because time is of the essence.",timeout,ticking,clock,spiral staircase,2
"My 4, 2, 7 is a diamond to a fence. My 8, 2, 1, 5, 7 can be tipped or balanced. My 8, 1, 8, 3 is obi one. My whole is a great warrior.",Odysseus,ankles,Leonidas,Achilles,3
"My 4, 2, 7 is a diamond to a fence. My 8, 2, 1, 5, 7 can be tipped or balanced. My 8, 1, 8, 3 is obi one. My whole is a great warrior.",ankles,Achilles,Herc,Odysseus,1
dress but not dress?,acknowledge,address,adress,problems,2
dress but not dress?,problems,adress,acknowledge,harp,1
There's a place in the world where the wind blows south then suddenly north. Where is it?,south pole,pluto,siberia,Antarctica,0
There's a place in the world where the wind blows south then suddenly north. Where is it?,Antarctica,equator,siberia,south pole,3
What's a plate when it has three spoons in it?,timeout,lamp,spiral staircase,clock,3
What's a plate when it has three spoons in it?,lamp,clock,timeout,ticking,1
"There is such a male as the one who came out of white stone; at a distance his beard sparkles like flame; the earth trembles under his feet; when he cries out, the devils run for shelter; a gust of wind comes from under his wings.",squirrel,bird,axe,rooster,3
"There is such a male as the one who came out of white stone; at a distance his beard sparkles like flame; the earth trembles under his feet; when he cries out, the devils run for shelter; a gust of wind comes from under his wings.",squirrel,bird,sword,rooster,3
I am the place to turn when nature calls. What am I?,bathroom,washroom,truth,restroom,0
I am the place to turn when nature calls. What am I?,restroom,surprise,bathroom,washroom,2
"A man is killed in the yard of a circle-shaped mansion. The people of the mansion are interrogated. the boy says he was playing, the girl said she was doing a book report, the mom said she was watching tv, and the maid said she was cleaning the corners of a house. Which one is lying?",babysitter,maid,waitress,janitor,1
"A man is killed in the yard of a circle-shaped mansion. The people of the mansion are interrogated. the boy says he was playing, the girl said she was doing a book report, the mom said she was watching tv, and the maid said she was cleaning the corners of a house. Which one is lying?",babysitter,maid,janitor,bride,1
"""What does the ""R"" stand for in ""Rpatz""?""",Pato,Felix,Robert,Ned,2
"""What does the ""R"" stand for in ""Rpatz""?""",Robert,Tyrion,Felix,Ned,0
I sit in parliament. You'll only see me at night.  What am I?,reptiles,bird,owl,squirrel,2
I sit in parliament. You'll only see me at night.  What am I?,reptiles,eagle,squirrel,owl,3
"Has four legs, but is not alive.",chair,dandruff,wig,desk,0
"Has four legs, but is not alive.",seat,chair,wig,desk,1
What has one foot on each side and one in the middle?,ruler,yardstick,benchmark,metric,1
What has one foot on each side and one in the middle?,benchmark,barometer,yardstick,ruler,2
Belonging to a creature with claws curled.I can lead you to the top of the world.Of a ladle I'm part.On a mariner's chart.Prominent on a black canopy pearled. What am I?,North Star,Blue River,Arcadia,moon,0
Belonging to a creature with claws curled.I can lead you to the top of the world.Of a ladle I'm part.On a mariner's chart.Prominent on a black canopy pearled. What am I?,Arcadia,Blue River,North Star,sky,2
"I only use two letters of the alphabet. I can be vast or fairly small. Many call me home, While others only come to visit.  What am I?",zoo,circus,carnival,aquarium,0
"I only use two letters of the alphabet. I can be vast or fairly small. Many call me home, While others only come to visit.  What am I?",zoo,carnival,hippo,circus,0
"It has arms, It has legs, It has a back; But it cannot move by itself??  What is it???",chair,wig,dandruff,seat,0
"It has arms, It has legs, It has a back; But it cannot move by itself??  What is it???",chair,wig,dandruff,desk,0
"This is an old European riddle from 1300-1900 AD. I am a poor iron knight, I have no arms but always point right. I have no feet but I must always go.And must stand on duty both day and night through. If ever I rest, all will complain.",lamp,clock,spiral staircase,ticking,1
"This is an old European riddle from 1300-1900 AD. I am a poor iron knight, I have no arms but always point right. I have no feet but I must always go.And must stand on duty both day and night through. If ever I rest, all will complain.",lamp,timeout,clock,spiral staircase,2
I am a box that holds black and white keys without locks. Yet they can unlock your soul.,guitar,piano,violin,simple,1
I am a box that holds black and white keys without locks. Yet they can unlock your soul.,piano,simple,impossible,violin,0
"When I'm first said, I'm quite mysterious,  but when I'm explained, I'm nothing serious.  What am I?",riddle,truth,puzzle,surprise,0
"When I'm first said, I'm quite mysterious,  but when I'm explained, I'm nothing serious.  What am I?",maze,truth,surprise,riddle,3
"My 7, 9, 5, 6, 2 is aft. My 4, 3, 7, 8, 9 is to go see Grandma. My 7, 1, 2 is Sol. My 4, 5, 6, 10 is more so. My whole is a key to success.",semester,professors,school,university,3
"My 7, 9, 5, 6, 2 is aft. My 4, 3, 7, 8, 9 is to go see Grandma. My 7, 1, 2 is Sol. My 4, 5, 6, 10 is more so. My whole is a key to success.",colleges,school,university,professors,2
"I have a mouth I do not speak.    I drink the things you do not need.   I don't move, for I am stuck .   I'm here for you, no matter what.    What am I?  By: Jimmy T. Garcia  EOG2",truth,surprise,toilet,loo,2
"I have a mouth I do not speak.    I drink the things you do not need.   I don't move, for I am stuck .   I'm here for you, no matter what.    What am I?  By: Jimmy T. Garcia  EOG2",surprise,urinal,truth,toilet,3
"When you do know me about me, them I am definitely something. You will always search for me. But when you know me, I am nothing. Who am I?",puzzle,riddle,maze,truth,1
"When you do know me about me, them I am definitely something. You will always search for me. But when you know me, I am nothing. Who am I?",maze,truth,surprise,riddle,3
"""What attribute does an ""airhead"" have?""",simple,idiotic,stupid,dumb,3
"""What attribute does an ""airhead"" have?""",dumb,impossible,stupid,idiotic,0
"I know you, and from whence you came. I know your heart and your brain. We can be alike, the two of us or we can be opposites and drive each other nuts. We share a past either long or brief and we share a future and we've shared the grief. We have lost others and gained new. You know me as I know you. I am a person or thing that you hold dear and many times you've whispered your secrets in my ear. From first crush to truest love we have shared them all. More than anyone can ever count we have been each other's intellectual fount. We share ideas and games and pranks. Those who are lucky are members of our ranks. Who am I?",sky,dad,friend,moon,2
"I know you, and from whence you came. I know your heart and your brain. We can be alike, the two of us or we can be opposites and drive each other nuts. We share a past either long or brief and we share a future and we've shared the grief. We have lost others and gained new. You know me as I know you. I am a person or thing that you hold dear and many times you've whispered your secrets in my ear. From first crush to truest love we have shared them all. More than anyone can ever count we have been each other's intellectual fount. We share ideas and games and pranks. Those who are lucky are members of our ranks. Who am I?",friend,sky,dad,mom,0
"Alight or in dark, my face is a leer. In a field with my brothers, you’ll find me without bother, For that autumn day is mine.",pumpkin,tomatoes,carrots,rhubarb,0
"Alight or in dark, my face is a leer. In a field with my brothers, you’ll find me without bother, For that autumn day is mine.",coconut,rhubarb,pumpkin,tomatoes,2
"For now I must stay under the man who made me,but when he dies I'll be as powerful as he.They will watch and listen to what I say,then some of their money to me they'll pay.Who am I?",lady,prince,king,Cleopatra,1
"For now I must stay under the man who made me,but when he dies I'll be as powerful as he.They will watch and listen to what I say,then some of their money to me they'll pay.Who am I?",prince,lady,Cleopatra,knight,0
What kills you inside the more you keep it and sets you free the moment you release it?,jealousy,regret,guilt,resentment,2
What kills you inside the more you keep it and sets you free the moment you release it?,guilt,anger,jealousy,resentment,0
A move made popular by the King of Pop. What am I?,asteroid,dance,moonwalk,walking,2
A move made popular by the King of Pop. What am I?,asteroid,moonwalk,walking,jupiter,1
"YYYY U R, YYYY U B, I C U R YY 4 me",stellar,holiday,wise,Christmas,2
"YYYY U R, YYYY U B, I C U R YY 4 me",wise,overall,holiday,Christmas,0
"Small was my stature, but my success was great. Until I entered Belgium to be handed my fate. Who am I?",Stalin,Lenin,equator,Napoleon,3
"Small was my stature, but my success was great. Until I entered Belgium to be handed my fate. Who am I?",Antarctica,Stalin,Lenin,Napoleon,3
A stellar fivelimbed sea creature.,crabs,turtle,starfish,shrimp,2
A stellar fivelimbed sea creature.,crabs,starfish,crab,shrimp,1
A man left a hundred dollar note on his desk under a book. When he returned it was gone. He asked his maid where it was and she said she hid it in his desk drawer. He looked in the drawer and it wasn't there. He asked his housekeeper where it was and she said she put it between pages 1 and 2 of the book. He looked in the book and it wasn't there. He asked his secretary where it was and he said he put it between pages 2 and 3 of the book. He looked and it wasn't there. Who stole it?,secretary,surprise,president,truth,0
A man left a hundred dollar note on his desk under a book. When he returned it was gone. He asked his maid where it was and she said she hid it in his desk drawer. He looked in the drawer and it wasn't there. He asked his housekeeper where it was and she said she put it between pages 1 and 2 of the book. He looked in the book and it wasn't there. He asked his secretary where it was and he said he put it between pages 2 and 3 of the book. He looked and it wasn't there. Who stole it?,minister,secretary,president,surprise,1
"Think of a relative considered old.Now give me hands which cannot hold.Then give me a face that cannot see.And a heart that ticks, what would I be?",rocking chair,lamp,grandfather clock,spiral staircase,2
"Think of a relative considered old.Now give me hands which cannot hold.Then give me a face that cannot see.And a heart that ticks, what would I be?",music box,lamp,grandfather clock,spiral staircase,2
"I am not a brainteaser, but i do tease the brain.  What am I?",puzzle,truth,riddle,maze,2
"I am not a brainteaser, but i do tease the brain.  What am I?",maze,surprise,truth,riddle,3
"I have many numbers, usually 50.  But, of those numbers, showing are only 13 minus 3. I am usually heavy, though I am small in size.  I can be used for storing a prize! I come with a special code of sorts, usually numbers 3.  Sometimes memorization can be hard, or easy!  What Am I?",keypad,spiral staircase,deadbolt,combination lock,3
"I have many numbers, usually 50.  But, of those numbers, showing are only 13 minus 3. I am usually heavy, though I am small in size.  I can be used for storing a prize! I come with a special code of sorts, usually numbers 3.  Sometimes memorization can be hard, or easy!  What Am I?",lamp,keypad,combination lock,spiral staircase,2
I have two hands but cannot clap,spiral staircase,clock,ticking,lamp,1
I have two hands but cannot clap,lamp,clock,ticking,timeout,1
"You put me on a table and cut me, but you don't eat me.What am I?",cards,T-rex,decks,49ers,0
"You put me on a table and cut me, but you don't eat me.What am I?",cartoon,T-rex,cards,49ers,2
"Mix me up for beauty in halls and theatres.Shuffled, I am an unelected leader.Jumble me, and we become roof leak beaters.Scrambled, we're long-tailed, omnivorous eaters.I am an entertainment craving feeder. What am I?",transformers,star,moon,sky,1
"Mix me up for beauty in halls and theatres.Shuffled, I am an unelected leader.Jumble me, and we become roof leak beaters.Scrambled, we're long-tailed, omnivorous eaters.I am an entertainment craving feeder. What am I?",star,wars,transformers,moon,0
"I have legs but walk not, a strong back but work not, two good arms but reach not, a seat but sits and tarry not.",armchair,internet forum,recliner,wig,0
"I have legs but walk not, a strong back but work not, two good arms but reach not, a seat but sits and tarry not.",internet forum,dandruff,wig,armchair,3
"Alone, I lack balance, but in a pair, I take off. At work, I have rhythm, and at rest, I lay on the side. What am I?",wing,yarn,knitter,fringe,0
"Alone, I lack balance, but in a pair, I take off. At work, I have rhythm, and at rest, I lay on the side. What am I?",fringe,yarn,extremist,wing,3
"This toasted sandwich is made with bacon, lettuce and tomato.",sandwich,sausage,margherita,blt,3
"This toasted sandwich is made with bacon, lettuce and tomato.",sausage,margherita,roast beef,blt,3
I'm a whirlpool. Used by men and women. I suck things down. What am I?,toilet,truth,urinal,surprise,0
I'm a whirlpool. Used by men and women. I suck things down. What am I?,urinal,surprise,toilet,loo,2
"What has hands, but is not flesh, bone or blood?",spiral staircase,timeout,clock,ticking,2
"What has hands, but is not flesh, bone or blood?",ticking,clock,lamp,spiral staircase,1
I'm like a dog with the tail that wags and all but am not a dog. What am I?,cat,puppy,bulldog,dog,1
I'm like a dog with the tail that wags and all but am not a dog. What am I?,bulldog,kitten,puppy,dog,2
I can be half without getting thinner. I can shine with no fire. I can be hidden but never taken. I can stay dry while moving the ocean. What am I?,jupiter,orbit,moon,sun,2
I can be half without getting thinner. I can shine with no fire. I can be hidden but never taken. I can stay dry while moving the ocean. What am I?,moon,sun,jupiter,asteroid,0
"My 7, 6, 3, 1 is a chess piece. My 3, 6, 9, 2, 4 are my goods. My 6, 5, 2, 9 is a copy cat. My 5, 8, 1, 4 may have nibs. My whole can be delivered or fetched and is feared by insects and arachnids.",Christmas,holiday,tabloid,newspaper,3
"My 7, 6, 3, 1 is a chess piece. My 3, 6, 9, 2, 4 are my goods. My 6, 5, 2, 9 is a copy cat. My 5, 8, 1, 4 may have nibs. My whole can be delivered or fetched and is feared by insects and arachnids.",newspaper,Christmas,journalist,holiday,0
"I am dead but alive, I eat but am never satisfied, I consume knowledge but gain none. What am I?",zombie,vampire,skeleton,ghost,0
"I am dead but alive, I eat but am never satisfied, I consume knowledge but gain none. What am I?",vampire,skeleton,zombie,werewolf,2
"An item I am.Come into my world if you dare.Unlock what mysteries I may hold-.All you need is a key. Lies, deceit, and hate.May rise.If this home is broken into. A heart I hold.Feelings are spilled.All hidden like secret treasures. Dig if you dare.But you may regret.What I may or may not tell you.",songs,diary,autobiography,scrapbook,1
"An item I am.Come into my world if you dare.Unlock what mysteries I may hold-.All you need is a key. Lies, deceit, and hate.May rise.If this home is broken into. A heart I hold.Feelings are spilled.All hidden like secret treasures. Dig if you dare.But you may regret.What I may or may not tell you.",autobiography,diary,almanac,songs,1
"There is a 5 letter word, if you take away the 5th letter, it is still the same. If you take away the 1st letter it is also the same. Even if you take away the 3rd letter, it is still the same. You can even take away the 5th, 3rd and the 1st, at the same time!!!!!!!!",empty,lightning,flammable,right,0
"There is a 5 letter word, if you take away the 5th letter, it is still the same. If you take away the 1st letter it is also the same. Even if you take away the 3rd letter, it is still the same. You can even take away the 5th, 3rd and the 1st, at the same time!!!!!!!!",lightning,empty,crowded,right,1
"To unravel me you need a simple key, no key that was made by locksmith's hand. But a key that only I will understand.",surprise,truth,maze,riddle,3
"To unravel me you need a simple key, no key that was made by locksmith's hand. But a key that only I will understand.",riddle,truth,maze,puzzle,0
"If you're stealing honey, be prepared to receive vengeance in this form.",sting,hurt,stink,lightning,0
"If you're stealing honey, be prepared to receive vengeance in this form.",sting,hurt,flammable,lightning,0
What kind of table has no legs?,continuous,constant,dividend,periodic,3
What kind of table has no legs?,arithmetic,periodic,dividend,constant,1
"My author's uncertain yet my title's the same, I contain random text yet order's my aim. Read me one day and see my pages are totally bare. Try again another day and the words will be there. I'm not a book of magic although it may sound, I can predict the future, and inside, your life can be found. Move my eye, I become involved in lactic extraction. But that's just a clue , a minor distraction.What am I?",scrapbook,almanac,diary,autobiography,2
"My author's uncertain yet my title's the same, I contain random text yet order's my aim. Read me one day and see my pages are totally bare. Try again another day and the words will be there. I'm not a book of magic although it may sound, I can predict the future, and inside, your life can be found. Move my eye, I become involved in lactic extraction. But that's just a clue , a minor distraction.What am I?",songs,autobiography,diary,almanac,2
What pen should never be used for writing?,outhouse,pig pen,shed,wig,1
What pen should never be used for writing?,pig pen,wig,shed,dandruff,0
"I am found wearing a dress of dots Most call me a lady, but sometimes I'm not. My wings are hidden by a red and black shell, If you can guess this, that'd be swell.",ladybug,T-rex,insect,spider,0
"I am found wearing a dress of dots Most call me a lady, but sometimes I'm not. My wings are hidden by a red and black shell, If you can guess this, that'd be swell.",cartoon,ladybug,spider,insect,1
"I have no head, and a tail I lack, but oft have arms, and legs, and back; I inhabit the palace, the tavern, the cot, 'Tis a beggarly residence where I am not. If a monarch were present (I tell you no fable), I still should be placed at the head of the table.",wig,seat,chair,desk,2
"I have no head, and a tail I lack, but oft have arms, and legs, and back; I inhabit the palace, the tavern, the cot, 'Tis a beggarly residence where I am not. If a monarch were present (I tell you no fable), I still should be placed at the head of the table.",wig,dandruff,chair,desk,2
What word does this rebus represents?  meta meta meta meta,metaphor,myth,symbolism,analogy,0
What word does this rebus represents?  meta meta meta meta,analogy,metaphor,pun,symbolism,1
"They are scenes of madness, grief, gaiety, seeming purpose, confusion and queerness often appearing in the dark hours of night. They stretch through time, seeming only but a few moments, yet when reality is not as kind. When appearing they are logical, but when reminiscing they are strange and odd. What is it?",dreams,jupiter,visions,fantasies,0
"They are scenes of madness, grief, gaiety, seeming purpose, confusion and queerness often appearing in the dark hours of night. They stretch through time, seeming only but a few moments, yet when reality is not as kind. When appearing they are logical, but when reminiscing they are strange and odd. What is it?",visions,dreams,jupiter,asteroid,1
"If you hadn't put me in a bowl, I would have lived for 20 years. What am I?",crab,goldfish,betta,shrimp,1
"If you hadn't put me in a bowl, I would have lived for 20 years. What am I?",shrimp,goldfish,betta,guppies,1
War fought with pieces on a board.,whetstone,hammer,chess,checkers,2
War fought with pieces on a board.,chess,poker,hammer,whetstone,0
"I am strongest when you see me as round, but I am often viewed in other forms. I lift and drop the sea with my tremendous strength, and a man with a name like ""powerful bicep"" was the first to tread on me. What am I?",sun,jupiter,asteroid,moon,3
"I am strongest when you see me as round, but I am often viewed in other forms. I lift and drop the sea with my tremendous strength, and a man with a name like ""powerful bicep"" was the first to tread on me. What am I?",orbit,sun,moon,asteroid,2
"I'm in every room, yet outside. I move at different paces, but you never see me moving. Where ever I am its crowded, but when your there you don't see or feel anyone. If you try to hit me you always miss, yet you always feel me. You need me to live, but I cause disasters. What am I?",air,wig,dandruff,downdraft,0
"I'm in every room, yet outside. I move at different paces, but you never see me moving. Where ever I am its crowded, but when your there you don't see or feel anyone. If you try to hit me you always miss, yet you always feel me. You need me to live, but I cause disasters. What am I?",air,wig,updraft,dandruff,0
I open to close but I close to open. I'm surrounded by water but I'm never soaking. What am I?,spiral staircase,drawbridge,fortress,moat,1
I open to close but I close to open. I'm surrounded by water but I'm never soaking. What am I?,drawbridge,spiral staircase,castle,moat,0
I am alive without breath and cold as death. I am never thirsty but always drinking. What am I?,salmon,shrimp,fish,tuna,2
I am alive without breath and cold as death. I am never thirsty but always drinking. What am I?,fish,crab,salmon,shrimp,0
"I speak without a noise because i do not have a voice, I can be from any land or hood, but still my message will be understood. What am I?",eye contact,English,demeanor,Body language,3
"I speak without a noise because i do not have a voice, I can be from any land or hood, but still my message will be understood. What am I?",Body language,alphabet,eye contact,demeanor,0
Meta Meta Meta Meta,metaphor,symbolism,myth,pun,0
Meta Meta Meta Meta,myth,metaphor,symbolism,analogy,1
I may seem real but it always turns out. I was never there in the first place.  You only see me during a certain resting stage. What am I?,dream,nightmare,life goal,asteroid,0
I may seem real but it always turns out. I was never there in the first place.  You only see me during a certain resting stage. What am I?,dream,jupiter,asteroid,life goal,0
What dies but always comes back?,blood,lightning,flamethrower,fire,3
What dies but always comes back?,blood,flamethrower,flammable,fire,3
I am the kind of nut that is empty at the centre and has no shell. What am I?,donut,pretzel,watermelon,sandwich,0
I am the kind of nut that is empty at the centre and has no shell. What am I?,banana,watermelon,pretzel,donut,3
Something longer than a camel but shorter ever than a Cup?,lanyard,sash,ribbon,forehead,2
Something longer than a camel but shorter ever than a Cup?,forehead,fist,ribbon,sash,2
"You get trapped in a psycho's mansion during a power outage. You try to get out by going through a series of rooms: the first one is blue, the second one is also blue, but the third one is golden. After you go through all of these rooms you find the psycho. He tells you that you must hold your breath under water for 10 minutes, wrestle a large bear, or sit in the electric chair for ten seconds while it is on. Which would be the painless one?",seat,wig,desk,chair,3
"You get trapped in a psycho's mansion during a power outage. You try to get out by going through a series of rooms: the first one is blue, the second one is also blue, but the third one is golden. After you go through all of these rooms you find the psycho. He tells you that you must hold your breath under water for 10 minutes, wrestle a large bear, or sit in the electric chair for ten seconds while it is on. Which would be the painless one?",wig,desk,chair,dandruff,2
"I am always around you but often forgotten. I am pure and clean most time, but occasionally rotten. What am I?",dandruff,wig,downdraft,air,3
