riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"Although I'm not an insect, some people found me very difficult to exterminate. They called me something like 'insane priest.' The first half of my name means the same as 'scrape,' & my last three letters are a metal. Who am I?",Osiris,Rasputin,Cleopatra,Calus,1
"No two of me are the same, they say. I am big for some, And little for others, Just depending on the place. Sometimes I am harsh and cold, Other times soft and sweet. Some take me for granted, A few worship me like gold. In sandy, hot places you will rarely see.Me hanging about the site, But rather you will find.Me where cool climate is key. What am I?",retards,fragile,haters,snowflakes,3
"No two of me are the same, they say. I am big for some, And little for others, Just depending on the place. Sometimes I am harsh and cold, Other times soft and sweet. Some take me for granted, A few worship me like gold. In sandy, hot places you will rarely see.Me hanging about the site, But rather you will find.Me where cool climate is key. What am I?",bigots,retards,haters,snowflakes,3
Rueben and Monte Cristo are two delicious varieties of this.,sandwich,calzone,pizza,fries,0
Rueben and Monte Cristo are two delicious varieties of this.,pizza,fries,sandwich,burrito,2
Which species of lions does not hunt?,violets,tiger,dandelion,sunflowers,2
Which species of lions does not hunt?,sunflowers,tiger,hyena,dandelion,3
"I can be a quite succulent roast, A fact about which I do boast, Presented to the guests by the host, To be eaten after a toast. Pardon a rhyme somewhat churlish, But I can be served with a flourish. I can be described as quite girlish, But I am often still used to nourish. I am known as butt when I come from pork, But you get chuck when beef's on your fork. With all other animals, even a stork, My name is my name, even in New York.",ankles,elbow,wrist,shoulder,3
"I can be a quite succulent roast, A fact about which I do boast, Presented to the guests by the host, To be eaten after a toast. Pardon a rhyme somewhat churlish, But I can be served with a flourish. I can be described as quite girlish, But I am often still used to nourish. I am known as butt when I come from pork, But you get chuck when beef's on your fork. With all other animals, even a stork, My name is my name, even in New York.",shoulder,neck,ankles,elbow,0
"Sunshine, bananas, and a phone book.All share one common look. The third in a set.You can guess, I'll bet. What is this?",steak,yellow,broccoli,red,1
"Sunshine, bananas, and a phone book.All share one common look. The third in a set.You can guess, I'll bet. What is this?",steak,green,yellow,red,2
It is cold and it is hotit is white and it is darkit is stone and it is waxit's true nature is of fleshand it's color is red. What is it?,before,second,human heart,meaningless,2
It is cold and it is hotit is white and it is darkit is stone and it is waxit's true nature is of fleshand it's color is red. What is it?,meaningless,before,lust,human heart,3
"I am a type of ice, But I come from immense heat, Not a girl's best friend, But I can help her get rid of useless things. What am I?",pumice,perlite,lava,vermiculite,0
"I am a type of ice, But I come from immense heat, Not a girl's best friend, But I can help her get rid of useless things. What am I?",vermiculite,perlite,glacier,pumice,3
"Bright as diamonds, Loud as thunder, Never still, A thing of wonder. What am I?",volcano,mountain,waterfall,lake,2
"Bright as diamonds, Loud as thunder, Never still, A thing of wonder. What am I?",volcano,mountain,waterfall,creek,2
What goes round the house and in the house but never touches the house?,sun,night sky,Friday,moon,0
What goes round the house and in the house but never touches the house?,Thursday,sun,Friday,night sky,1
"I watch you sleep, I haunt you by day. You stare at me and saw nothing, but darkness. What am I?",panic,fear,yeah,weird,1
"I watch you sleep, I haunt you by day. You stare at me and saw nothing, but darkness. What am I?",paranoia,weird,panic,fear,3
"A leathery snake, With a stinging bite, I'll stay coiled up, Unless I must fight.",sandal,whip,bust,shoulder,1
"A leathery snake, With a stinging bite, I'll stay coiled up, Unless I must fight.",hand,whip,bust,shoulder,1
"If will follow you for 1000 miles but not miss home. It desires neither food nor flowers. It fears not water, fire, knives, nor soldiers. But it disappears when the sun sets behind the western mountains. Who Am I?",silhouette,glow,shadow,storm,2
"If will follow you for 1000 miles but not miss home. It desires neither food nor flowers. It fears not water, fire, knives, nor soldiers. But it disappears when the sun sets behind the western mountains. Who Am I?",sky,shadow,storm,silhouette,1
What is made out of stone but is soft to touch?,shoe,sand,rocks,mud,1
What is made out of stone but is soft to touch?,sand,rocks,mud,pants,0
What's light during the day but heavy during the night?,lips,wrists,crotch,eyelids,3
What's light during the day but heavy during the night?,cheeks,wrists,eyelids,lips,2
In the window she sat weeping. And with each tear her life went seeping.,comma,hyphen,torch,candle,3
In the window she sat weeping. And with each tear her life went seeping.,candle,wind,comma,torch,0
"I burn bright but am surrounded by shade, what am I?",lamp,flashlight,ceiling fan,bulb,0
"I burn bright but am surrounded by shade, what am I?",lamp,flashlight,lantern,ceiling fan,0
What do you get if you cross a snowman with a witch?,rainstorm,winter,bomb cyclone,cold spell,3
What do you get if you cross a snowman with a witch?,bomb cyclone,winter,heat wave,cold spell,3
"You saw me where I could not be. Yet, often you see me. What am I?",mirror,agony,reflection,purity,2
"You saw me where I could not be. Yet, often you see me. What am I?",lens,agony,purity,reflection,3
A darkcolored creature serenaded by Lennon and Mc. Cartney.,blackbird,terrapin,zep,squirrel,0
A darkcolored creature serenaded by Lennon and Mc. Cartney.,peacock,blackbird,squirrel,terrapin,1
I stand in one place yet I fill a whole room. I can be filled with molten rock and come in every hue. What am I?,flashlight,lamp,bulb,ceiling fan,1
I stand in one place yet I fill a whole room. I can be filled with molten rock and come in every hue. What am I?,bulb,lantern,flashlight,lamp,3
Where do horses live?,streets,driveway,neighborhood,suburb,2
Where do horses live?,suburb,driveway,neighborhood,town,2
Define: far out,yeller,great,amazing,narc,1
Define: far out,amazing,awesome,narc,great,3
"Large as a mountain, small as a pea, endlessly swimming in a waterless sea.",spaceship,space station,asteroid,meteor,2
"Large as a mountain, small as a pea, endlessly swimming in a waterless sea.",space station,meteor,solar system,asteroid,3
What is the sharpest thing in the world?,fart,forehead,sneeze,pee,0
What is the sharpest thing in the world?,sneeze,pee,fart,lips,2
I have buttons but I'm not a shirt. I have doors but I'm not a house. I go up and down but I'm not an umbrella. I need at least two stories but I'm not a book of fairytales. I'm found in tall buildings but I'm not a penthouse. What am I?,escalator,elevator,hallway,stairs,1
I have buttons but I'm not a shirt. I have doors but I'm not a house. I go up and down but I'm not an umbrella. I need at least two stories but I'm not a book of fairytales. I'm found in tall buildings but I'm not a penthouse. What am I?,stairs,escalator,staircase,elevator,3
A lonely king behind a white wall.Though so small but stronger than all.I can't go anywhere though I always move.You do the thinking and I have to prove,hole,lips,mouth,tongue,3
A lonely king behind a white wall.Though so small but stronger than all.I can't go anywhere though I always move.You do the thinking and I have to prove,tongue,hole,lips,tounge,0
A candy whose name is reminiscent of a small laugh.,cheeseburger,peacock,squirrel,snickers,3
A candy whose name is reminiscent of a small laugh.,squirrel,snack,snickers,peacock,2
What do you call a bee come from America?,sata,chef,hdmi,usb,3
What do you call a bee come from America?,janitor,usb,hdmi,sata,1
"I have a spine, but have no heart. I can take you places, but I have no legs. I can be interesting, but I have no personality. What am I?",novel,chapter,book,sister,2
"I have a spine, but have no heart. I can take you places, but I have no legs. I can be interesting, but I have no personality. What am I?",daughter,book,sister,chapter,1
Kids hunt for them and adults make sure they are not all in one basket.,bacon,beans,eggs,chicken,2
Kids hunt for them and adults make sure they are not all in one basket.,beans,eggs,avocado,chicken,1
"""If I ""blow"" all my money, what have I done with it?""",waterfall,tried,mountain,spent,3
"""If I ""blow"" all my money, what have I done with it?""",spent,mountain,wasted,waterfall,0
I look like a tiny trombone. I keep it all together. What am I?,screwdriver,eyelids,pliers,paperclip,3
I look like a tiny trombone. I keep it all together. What am I?,cheeks,screwdriver,paperclip,eyelids,2
"Every month someone dies, there are five suspects. The suspects are, Jason, Lily, Nathan, Elizabeth, and Erin, and the months of the murders are, July, August, September, October, and November. Who's the murderer?",Chris,sister,daughter,Jason,3
"Every month someone dies, there are five suspects. The suspects are, Jason, Lily, Nathan, Elizabeth, and Erin, and the months of the murders are, July, August, September, October, and November. Who's the murderer?",Chris,David,Jason,daughter,2
"Wednesday,Tom and Joe went to a restaurant and ate dinner. When they were done they paid and left. Tom and Joe didn't pay. Who did?",Tuesday,Friday,Wednesday,Tomorrow,2
"Wednesday,Tom and Joe went to a restaurant and ate dinner. When they were done they paid and left. Tom and Joe didn't pay. Who did?",Tuesday,Thursday,Tomorrow,Wednesday,3
I bring death with a mighty blow. I can ruin nations with a mighty hole. Many people may die. Many people will cry. A battle is won at least. In the end I can bring peace. What am I?,hostilities,Carbon dioxide,Antarctica,war,3
I bring death with a mighty blow. I can ruin nations with a mighty hole. Many people may die. Many people will cry. A battle is won at least. In the end I can bring peace. What am I?,invasion,war,hostilities,Carbon dioxide,1
"You feel me but you do not see, you covet me but you do not reach me, I feed your anger and I sicken your desire to satisfy me, with every look. What am I?",hate,dream,envy,happy,2
"You feel me but you do not see, you covet me but you do not reach me, I feed your anger and I sicken your desire to satisfy me, with every look. What am I?",love,happy,envy,dream,2
"I shed a tear.then disappear, or so you think. Cry a valley.in dark alleys, stars, at me, wink. What am I?",terra,sunset,wol,cloud,3
"I shed a tear.then disappear, or so you think. Cry a valley.in dark alleys, stars, at me, wink. What am I?",cloud,sky,wol,terra,0
"My first is in beach, But not in sea. My second in hotel, But not chalet. Third is in lolly, But not ice cream. Fourth is in relaxing, But not in a dream. Fifth is in sun-deck, But not in the pool. Sixth is in adventure, Relaxing and all. Last is in whiskey, But not in beer .",favors,holiday,Easter,Christmas,1
"My first is in beach, But not in sea. My second in hotel, But not chalet. Third is in lolly, But not ice cream. Fourth is in relaxing, But not in a dream. Fifth is in sun-deck, But not in the pool. Sixth is in adventure, Relaxing and all. Last is in whiskey, But not in beer .",Christmas,holiday,favors,honeymoon,1
"My 1, 7, 3, 6, 4 is made with ice cream and soda. My 5, 2, 8, 4 helps hold things tight with its partner's help. My 6, 7, 4 is a computer key. My 1, 7, 6, 4 is a dwelling. My whole is a sport.",soccer,football,toe,basketball,1
"My 1, 7, 3, 6, 4 is made with ice cream and soda. My 5, 2, 8, 4 helps hold things tight with its partner's help. My 6, 7, 4 is a computer key. My 1, 7, 6, 4 is a dwelling. My whole is a sport.",ankles,soccer,football,basketball,2
"My first two are male, and my first three female.My first four save them both, and my whole is a female of the same sort.What am I?",superhero,heroine,protagonist,cocaine,1
"My first two are male, and my first three female.My first four save them both, and my whole is a female of the same sort.What am I?",protagonist,heroine,villain,superhero,1
"You can see me awake at night, I am so dark I can be out of sight, Some are scared of me when I come around, I make a little squeaky sound.  What am I?",pillow,hitter,bat,homerun,2
"You can see me awake at night, I am so dark I can be out of sight, Some are scared of me when I come around, I make a little squeaky sound.  What am I?",homerun,bat,hitter,shoulder,1
My first two letters say my name. My last letter asks a question. What I embrace I destroy. What am I?,jade,daisy,Harley Quinn,ivy,3
My first two letters say my name. My last letter asks a question. What I embrace I destroy. What am I?,ivy,jade,iris,daisy,0
"Has a tongue, but never talks. Has no legs, but sometimes walks.",sock,sandal,shoe,pants,2
"Has a tongue, but never talks. Has no legs, but sometimes walks.",sock,sandal,laces,shoe,3
"""A ""flick"" is what?""",movie,Aladdin,theater,tv series,0
"""A ""flick"" is what?""",screenplay,theater,tv series,movie,3
"Drive my first half, Pat my second half. Spread me and stomp on me, I hardly care. Guess me.",carpet,baseboards,curtain,mattress,0
"Drive my first half, Pat my second half. Spread me and stomp on me, I hardly care. Guess me.",mattress,bed sheets,carpet,curtain,2
Could be described as the cranium's version of snow.,dandruff,psoriasis,hair,shampoo,0
Could be described as the cranium's version of snow.,dandruff,shampoo,psoriasis,eczema,0
"Through the day they toiled away.At night their plight was in disarray.A woman entered the picture.And the changes came.Their lives would never be the same.Then the evil showed up.and almost sent her to heaven.Many can name some, But can you name all of this fearless Seven",doc,psychiatrist,dentist,surgeon,0
"Through the day they toiled away.At night their plight was in disarray.A woman entered the picture.And the changes came.Their lives would never be the same.Then the evil showed up.and almost sent her to heaven.Many can name some, But can you name all of this fearless Seven",dentist,surgeon,patient,doc,3
What gets smaller as it gets older?,hyphen,candle,comma,wind,1
What gets smaller as it gets older?,wind,torch,candle,comma,2
"I have billions of eyes, yet I live in darkness. I have millions of ears, yet only four lobes. I have no muscle, yet I rule two hemispheres. What am I?",neuroplasticity,neurons,hyphen,human brain,3
"I have billions of eyes, yet I live in darkness. I have millions of ears, yet only four lobes. I have no muscle, yet I rule two hemispheres. What am I?",comma,neurons,neuroplasticity,human brain,3
When youre coming to a stop. This is what you will. Drop on to the sea bed. To make your ship stay still. What am I?,Maine,raft,anchor,boat,2
When youre coming to a stop. This is what you will. Drop on to the sea bed. To make your ship stay still. What am I?,boat,Maine,Hawaii,anchor,3
"""What does the ""K"" in ""AKA"" stand for?""",known,documented,spoken,gorgeous,0
"""What does the ""K"" in ""AKA"" stand for?""",documented,envy,spoken,known,3
"This is an old American  riddle from 1300-1900 AD. My strength is powerful and great, 'Tis tru, altho' it seemeth strange, I carry many thousand weight, With which I many miles do range. Whene'er I reach my journey's end.With all my speed I hasten home; And tho' I often man befriend, I sometimes also seal his doom.",toothpaste,flood,tide,ocean,2
"This is an old American  riddle from 1300-1900 AD. My strength is powerful and great, 'Tis tru, altho' it seemeth strange, I carry many thousand weight, With which I many miles do range. Whene'er I reach my journey's end.With all my speed I hasten home; And tho' I often man befriend, I sometimes also seal his doom.",flood,toothpaste,tide,sea,2
What is yours but never yours?,stocking stuffer,gift,team,skills,1
What is yours but never yours?,skills,invitation,gift,team,2
Mount Mount Mount Mount Mount Mount Mount Mount Mount Mount,mountain,river,waterfall,valley,0
Mount Mount Mount Mount Mount Mount Mount Mount Mount Mount,mountain,trail,valley,river,0
"Salmon need me. Gravity uses me. At a distance I look gorgeous, but get too close and I become hazardous. If you do see me, I am usually pretty tall. What am I?",waterfall,mountain,lake,volcano,0
"Salmon need me. Gravity uses me. At a distance I look gorgeous, but get too close and I become hazardous. If you do see me, I am usually pretty tall. What am I?",creek,lake,mountain,waterfall,3
You can only have it once you have given it.,respect,revere,disagree,boundaries,0
You can only have it once you have given it.,revere,respect,boundaries,civil,1
In forests I'm leafy.In deserts I'm like sand.You'll find it hard to see me.Even if I'm in your hand,chameleon,deathclaw,lizard,vulture,0
In forests I'm leafy.In deserts I'm like sand.You'll find it hard to see me.Even if I'm in your hand,vulture,chameleon,mantis,deathclaw,1
"My first is in wield, sever bones and marrow. My second is in blade, forged in cold steel. My third is in arbalest, and also in arrows. My fourth is in power, plunged through a shield. My fifth is in honor, and also in vows My last will put an end to it all.",crossbow,armor,weapon,sword,2
"My first is in wield, sever bones and marrow. My second is in blade, forged in cold steel. My third is in arbalest, and also in arrows. My fourth is in power, plunged through a shield. My fifth is in honor, and also in vows My last will put an end to it all.",armor,weapon,sword,pistol,1
"I help people walk, I'm made out of wood. I am shaped like a candy, And I work real good. What am I?",wheelchair,sandal,cane,shoulder,2
"I help people walk, I'm made out of wood. I am shaped like a candy, And I work real good. What am I?",cane,mace,wheelchair,sandal,0
What is it that you have that no one else has?,consciousness,matter,hyphen,mind,3
What is it that you have that no one else has?,consciousness,mind,hyphen,comma,1
"rice krispies 154, kellogg's 5685, tootie fruities 21",serial numbers,halfway,reciept,favorite,0
"rice krispies 154, kellogg's 5685, tootie fruities 21",serial numbers,halfway,favorite,reproductions,0
"I am found in the sea and on land but I do not walk or swim. I travel by foot but I am toeless. No matter where I go, I'm never far from home. What am I?",turtle,frog,snail,lizard,2
"I am found in the sea and on land but I do not walk or swim. I travel by foot but I am toeless. No matter where I go, I'm never far from home. What am I?",bee,lizard,frog,snail,3
"Lighter than air, I float away, with one mans touch I shall decay. What am I?",canister,bubble,well,cutter,1
"Lighter than air, I float away, with one mans touch I shall decay. What am I?",bubble,canister,cone,cutter,0
"""What's the short term for ""idiomatic expression""?""",lingo,nuances,terminology,debt,0
"""What's the short term for ""idiomatic expression""?""",nuances,accountant,debt,lingo,3
What did the bee say to the flower?,hello,hail,aloha,hey,0
What did the bee say to the flower?,hail,hey,welcome,hello,3
Greedy grumpy holiday hater.,riddler,Lassie,Peter Pan,Scrooge,3
Greedy grumpy holiday hater.,Scrooge,Peter Pan,Lassie,Mickey,0
I take off my clothes when you put on your clothes. I put on my clothes when you take off your clothes. What am I?,door,ceiling,safety pin,clothes hanger,3
I take off my clothes when you put on your clothes. I put on my clothes when you take off your clothes. What am I?,door,clothes hanger,safety pin,trash bag,1
"Without it sounds would not be there, But through it music's ring is clear. It is a symbol for your woe, But only if your name's van Gogh.",driveway,ear,nose,garbage truck,1
"Without it sounds would not be there, But through it music's ring is clear. It is a symbol for your woe, But only if your name's van Gogh.",garbage truck,nostril,ear,driveway,2
What does a dog become when it walks from Britain to Spain?,hijo,mierda,perro,hay,2
What does a dog become when it walks from Britain to Spain?,llama,mierda,perro,hijo,2
"""I start with a ""p"" and ends with ""o-r-n"" and I'm a major player in the film industry. What am I?""",popcorn,skittles,beer,nachos,0
"""I start with a ""p"" and ends with ""o-r-n"" and I'm a major player in the film industry. What am I?""",popcorn,nachos,beer,ice cream,0
"Johnnies Mom had 3 children, April and May what was the name of the third child?",steve,johnny,dave,Johny,1
"Johnnies Mom had 3 children, April and May what was the name of the third child?",Johny,dave,johnny,Joe,2
What is bought by the yard by is worn by the foot?,bed sheets,carpet,curtain,baseboards,1
What is bought by the yard by is worn by the foot?,bed sheets,mattress,curtain,carpet,3
"I do not speak, but there is no word I cannot make. What am I?",language,vowels,corporation,alphabet,3
"I do not speak, but there is no word I cannot make. What am I?",alphabet,language,consonants,corporation,0
"If an egg came floating down the green river, where did it come from?",bacon,broccoli,chicken,steak,2
"If an egg came floating down the green river, where did it come from?",bacon,meat,broccoli,chicken,3
I am fast and I am slow. I am high and I am low. I am quiet and I am loud. I am humble and I am proud. I am short and I am tall. I am big and I am small. I am black and I am white. I am dark and I am bright. What am I?,opposites,contradictory,soulmates,metaphor,0
I am fast and I am slow. I am high and I am low. I am quiet and I am loud. I am humble and I am proud. I am short and I am tall. I am big and I am small. I am black and I am white. I am dark and I am bright. What am I?,opposites,duality,metaphor,soulmates,0
"He's big, old and fluffy, And looking rather scruffy. He always needs a shave. It's best to just avoid him, And leave him in his cave.",shoulder,bare,tissue box,bear,3
"He's big, old and fluffy, And looking rather scruffy. He always needs a shave. It's best to just avoid him, And leave him in his cave.",shoulder,pillow,bear,bare,2
What kind of dog never bites?,hot dog,sky,fries,silhouette,0
What kind of dog never bites?,sky,hot dog,sandwich,fries,1
I am a beverage named after a stick. What am I?,club soda,skittles,sparkling water,beer,0
I am a beverage named after a stick. What am I?,club soda,skittles,bitters,sparkling water,0
It can be done to buttons and shopping carts. What is it?,hammer,wealth,electricity,push,3
It can be done to buttons and shopping carts. What is it?,electricity,drag,wealth,push,3
Fuels backyard gettogethers.,sulfur,lighter fluid,wood,charcoal,3
Fuels backyard gettogethers.,lighter fluid,sawdust,sulfur,charcoal,3
"You can't live without doing this, and we all do it at the same time. Yet many wish it wasn't happening. What is it?",preservatives,aging,fading,yeast,1
"You can't live without doing this, and we all do it at the same time. Yet many wish it wasn't happening. What is it?",aging,balding,yeast,fading,0
"What blows but has no fan Has teeth but doesn't chew And is large, but weightless?",lobster,shark,whale,giraffe,2
"What blows but has no fan Has teeth but doesn't chew And is large, but weightless?",lobster,dolphin,whale,giraffe,2
"The wave, over the wave, a weird thing I saw, Throughwrought, and wonderfully ornate: A wonder on the wavewater became bone.",puck,glacier,lava,ice,3
"The wave, over the wave, a weird thing I saw, Throughwrought, and wonderfully ornate: A wonder on the wavewater became bone.",ice,lava,puck,snow,0
It helps you choose as it goes it is always still and sometimes slow.,hyphen,comma,brain,neurons,2
It helps you choose as it goes it is always still and sometimes slow.,hyphen,serotonin,brain,neurons,2
"My 6, 8, 1 is a 50 Cent piece. My 7, 8, 4, 3 is my urn. My 2, 8, 9, 12, 13 are my fees. My 1, 6, 10, 11, 8, 9, 3 is a military rank. My 4, 5, 12, 2 is an Oracle. My whole is often in a jam.",preservatives,additives,corn syrup,dairy,0
"My 6, 8, 1 is a 50 Cent piece. My 7, 8, 4, 3 is my urn. My 2, 8, 9, 12, 13 are my fees. My 1, 6, 10, 11, 8, 9, 3 is a military rank. My 4, 5, 12, 2 is an Oracle. My whole is often in a jam.",yeast,preservatives,corn syrup,additives,1
"Permanent feature and teacher, unless it results in you being buried by the preacher - what is it?",birthmark,scar,highway,Atlantic,1
"Permanent feature and teacher, unless it results in you being buried by the preacher - what is it?",highway,scar,birthmark,bruise,1
"I am nothing really at all, Yet I am easily found; Ignore me at your own peril, and you might end up crowned!",Hhh,tube,cavity,abscess,2
"I am nothing really at all, Yet I am easily found; Ignore me at your own peril, and you might end up crowned!",tube,cavity,Hhh,knockout,1
"I'm a lot like a pancake, except I'm a little crisper, and I'm square, with square patterns all over.",sandwiches,pancakes,ice cream,waffles,3
"I'm a lot like a pancake, except I'm a little crisper, and I'm square, with square patterns all over.",waffles,macaroni,ice cream,sandwiches,0
What man cannot live inside a house?,scarecrow,marshmallow,snowman,icicle,2
What man cannot live inside a house?,snowman,marshmallow,scarecrow,penguin,0
"I can take the shapes of many things. In the forms of birds or ships I'm most commonly clad. Many people watch me. I can be either good or bad. From water, I am bright and happy. From miasma, I am dark and sad. One can walk through me when the day is gloomy, or I can block one's view on a sunny day. During winter I bring good cheer, during summer I take it away. I have been given as a name to humans, I have been called a bad omen on a traveler's way. What am I?",clouds,meteors,sun,sky,0
"I can take the shapes of many things. In the forms of birds or ships I'm most commonly clad. Many people watch me. I can be either good or bad. From water, I am bright and happy. From miasma, I am dark and sad. One can walk through me when the day is gloomy, or I can block one's view on a sunny day. During winter I bring good cheer, during summer I take it away. I have been given as a name to humans, I have been called a bad omen on a traveler's way. What am I?",sun,sky,sunset,clouds,3
"I am a word of meanings three. Three ways of spelling me there be. The first is an odor, a smell if you will. The second some money, but not in a bill. The third is past tense, a method of passing things on or around. Can you tell me now, what these words are, that have the same sound?",lavender,scent,forehead,cologne,1
"I am a word of meanings three. Three ways of spelling me there be. The first is an odor, a smell if you will. The second some money, but not in a bill. The third is past tense, a method of passing things on or around. Can you tell me now, what these words are, that have the same sound?",cologne,lavender,lips,scent,3
I have a heart of gold and I smell when I'm old. What am I?,omelette,chicken,muffin,egg,3
I have a heart of gold and I smell when I'm old. What am I?,muffin,egg,omelette,avocado,1
I have no bed to sleep or no palace to live.  I don't have a single coin then also I am known as king.,wolf,lion,tiger,bear,1
I have no bed to sleep or no palace to live.  I don't have a single coin then also I am known as king.,hyena,bear,tiger,lion,3
"There is something within the riddle below, but what?  Your fall I will mirror, I am a last defense.To halt the chilling terror.Of a deadly quick descent. Never can I be your pet.Or your trusted friend, But I should you ever forget.Then you will find your end. Use me through my roping.And find the solid path, My success you should be hoping.Or taste an earthly wrath.",parachute,helicopter,airplane,rocket,0
"There is something within the riddle below, but what?  Your fall I will mirror, I am a last defense.To halt the chilling terror.Of a deadly quick descent. Never can I be your pet.Or your trusted friend, But I should you ever forget.Then you will find your end. Use me through my roping.And find the solid path, My success you should be hoping.Or taste an earthly wrath.",rocket,parachute,helicopter,crane,1
What animal is the best at baseball?,shoulder,hitter,bat,pillow,2
What animal is the best at baseball?,bat,shoulder,hitter,homerun,0
"In an 8 country kingdom I rule, Though I speak without speaking,  my name is as good as law. What am I?",highway,freeway,stop sign,red light,2
"In an 8 country kingdom I rule, Though I speak without speaking,  my name is as good as law. What am I?",stop sign,highway,Atlantic,freeway,0
Some people bite into it. But it is not a carrot. It is a precious metal. Thats pure 24 karat. What is it?,gold,diamond,platinum,silver,0
Some people bite into it. But it is not a carrot. It is a precious metal. Thats pure 24 karat. What is it?,silver,gold,platinum,iron,1
"There are likely many of us in the house.Consider us a companion of the mouse. Captains who encounter a string of bad luck.Could end up deserted on one of me stuck. But whether or not they will stay afloat.When I am depressed you will make a note. ""Off me"" doesn't produce a pleasant sound.For propagation I spin to the ground. If you'd like to get in, then give me a turn.A mystery's answer with me you will learn. I'm often associated with a ring.Although I'm multi-faceted in meaning. What am I?",ignition,key,Maine,spacebar,1
"There are likely many of us in the house.Consider us a companion of the mouse. Captains who encounter a string of bad luck.Could end up deserted on one of me stuck. But whether or not they will stay afloat.When I am depressed you will make a note. ""Off me"" doesn't produce a pleasant sound.For propagation I spin to the ground. If you'd like to get in, then give me a turn.A mystery's answer with me you will learn. I'm often associated with a ring.Although I'm multi-faceted in meaning. What am I?",Maine,Hawaii,ignition,key,3
"Comes in bits and pieces, put together forms a whole. It's athletics for the mind, the more you think the more you find. Sometimes it can be a grind, but then, that is the goal.",Atlantic,highway,riddle,puzzle,3
"Comes in bits and pieces, put together forms a whole. It's athletics for the mind, the more you think the more you find. Sometimes it can be a grind, but then, that is the goal.",puzzle,maze,Atlantic,highway,0
"A breakfast food that is cracked from white shells and is often scrambled. Usually served with bacon, sausage, toast or pancakes.",avocado,eggs,bacon,chicken,1
"A breakfast food that is cracked from white shells and is often scrambled. Usually served with bacon, sausage, toast or pancakes.",bacon,beans,chicken,eggs,3
"This is an old Maltese riddle from 1300-1900 AD. Riddle-me-ree, Locked up inside you.And yet they can steal it from you.",stomach,blood,second,heart,3
"This is an old Maltese riddle from 1300-1900 AD. Riddle-me-ree, Locked up inside you.And yet they can steal it from you.",before,stomach,second,heart,3
If lightning strikes an orchestra who is the one most likely to get hit?,dental floss,locomotive,conductor,sandpaper,2
If lightning strikes an orchestra who is the one most likely to get hit?,orchestra,locomotive,conductor,sandpaper,2
I am said to be strong and unbreakable yet gental and kind. I may be suppressed but not ignored. I can be lost but may be found. I can die yet still live on. What am I?,moon,sun,night sky,Friday,1
I am said to be strong and unbreakable yet gental and kind. I may be suppressed but not ignored. I can be lost but may be found. I can die yet still live on. What am I?,sun,moon,Thursday,Friday,0
How do you tell a boy snowman apart from a girl snowman?,pebbles,snowballs,snowman,chocolate,1
How do you tell a boy snowman apart from a girl snowman?,snowballs,hay bales,snowman,chocolate,0
"My first may be fashioned of iron or wood, And at window or door for safety is placed; In village or town it does more harm than good, Leading people their health, time, and money to waste. My second's a lady, bewitching and fair, And for love of her people will labor and strive; Will rise before dawn, and be wearied with care, And pursue her with ardor as long as they live. My whole is what ladies admire and approve, The shopkeeper's boast—the purchaser's prize; 'Tis a ninepenny chintz—'tis a one-shilling glove— It is something which makes people open their eyes. What am I?",bargain,chump change,waterfall,valley,0
"My first may be fashioned of iron or wood, And at window or door for safety is placed; In village or town it does more harm than good, Leading people their health, time, and money to waste. My second's a lady, bewitching and fair, And for love of her people will labor and strive; Will rise before dawn, and be wearied with care, And pursue her with ardor as long as they live. My whole is what ladies admire and approve, The shopkeeper's boast—the purchaser's prize; 'Tis a ninepenny chintz—'tis a one-shilling glove— It is something which makes people open their eyes. What am I?",chump change,bargain,waterfall,bidding,1
I am a protector of the scoreboard. What am I?,batsman,defenseman,goalie,defensemen,2
I am a protector of the scoreboard. What am I?,batsman,defensemen,goalie,Manchester United,2
"This body wrapped in cloth. Was a Pharaoh its said. Wait, is his arm moving?Uh-oh  hes now undead!What is it?",babysitter,mummy,daughter,ghostbusters,1
"This body wrapped in cloth. Was a Pharaoh its said. Wait, is his arm moving?Uh-oh  hes now undead!What is it?",jaws,mummy,daughter,ghostbusters,1
It's what light turns into in the night.,curse,darkness,silhouette,guardians,1
It's what light turns into in the night.,darkness,curse,sky,silhouette,0
What can you never have for breakfast?,lunch,breakfast,snack,dinner,0
What can you never have for breakfast?,breakfast,snack,lunch,cafeteria,2
Mad bats and dogs carry this.,rabies,vaccine,virus,polio,0
Mad bats and dogs carry this.,measles,vaccine,virus,rabies,3
This type of corn swells up and bursts into a crisp puff when heated.,beer,ice cream,popcorn,nachos,2
This type of corn swells up and bursts into a crisp puff when heated.,popcorn,ice cream,nachos,skittles,0
"I'm sometimes used to settle hate, Around the place I navigate. I am locked in eternal fight.With those within my user's sight. A set of spokes dictate my turn, To leave, my users often yearn. In a place you'll rarely see, Many fight for wealth of me. What am I?",asteroid,ship,moon,hull,1
"I'm sometimes used to settle hate, Around the place I navigate. I am locked in eternal fight.With those within my user's sight. A set of spokes dictate my turn, To leave, my users often yearn. In a place you'll rarely see, Many fight for wealth of me. What am I?",fleet,ship,asteroid,moon,1
I'm flat when I'm new. I'm fat when you use me. I release my gas when something sharp touches me. What am I?,balloon,poison,blimp,gravity,0
